NEMS-RHG,REGEN-EPRI,RIO-REPEAT,MARKAL-NETL,EPS-EI,GCAM-CGS
1.720547968,2.182313773,2.460412721,3.045317005,3.639123576,3.965303974
0.952676513,1.208358682,1.362343541,1.686208137,2.015001977,2.195609789
2.001419459,2.538566394,2.862063708,3.542450908,4.233193653,4.612621491
0.785182506,0.995912133,1.122824276,1.389748895,1.660736128,1.809590532
3.649083067,4.628434883,5.21825056,6.458764836,7.718159833,8.409950698
3.53066655,4.478237387,5.048912935,6.249171241,7.467697569,8.137039106
1.401534173,1.777682102,2.004217594,2.480672395,2.964378876,3.23008084
0.615508296,0.780700251,0.880187283,1.089430759,1.301858938,1.418546612
1.741179678,2.208482682,2.489916415,3.081834497,3.682761616,4.012853361
3.167302603,4.017352738,4.529296339,5.606028226,6.699148053,7.299603282
2.614424119,3.316091075,3.738670748,4.627450308,5.529757161,6.025398035
0.829738584,1.052426304,1.186540221,1.468611782,1.754976494,1.912277811
6.78744178,8.609075684,9.706156646,12.01356327,14.35608879,15.64284772
1.222108952,1.550102203,1.747636489,2.16309527,2.584877364,2.816564008
1.16491466,1.477557937,1.665847685,2.061863133,2.463905966,2.684749753
1.897558603,2.40683105,2.713540925,3.358620385,4.013518004,4.373255966
1.772601567,2.248337671,2.534850248,3.137450273,3.749221917,4.085270603
1.349304611,1.711435014,1.929528435,2.388227676,2.853908354,3.109708671
1.34286481,1.70326688,1.920319412,2.376829427,2.84028756,3.094867023
1.998632512,2.535031476,2.858078325,3.537518096,4.227298992,4.606198482
2.934532192,3.722110709,4.196430712,5.194031755,6.206816363,6.763143124
0.708438568,0.898571428,1.013079146,1.253914485,1.498415356,1.632720693
2.575052889,3.266153277,3.682369223,4.557764442,5.446483242,5.934660144
6.434569703,8.161498745,9.201543603,11.38899054,13.60973058,14.82959225
4.032551446,5.114819651,5.766616833,7.137492076,8.529232144,9.293720703
1.201132138,1.52349557,1.71763929,2.125966954,2.540509396,2.768219269
2.304085918,2.92246338,3.294881867,4.078161233,4.873362171,5.310169326
1.458295136,1.849676742,2.085386732,2.581137555,3.084433744,3.360896415
1.873304405,2.376067438,2.678857011,3.315691201,3.962218055,4.317357922
0.929784504,1.179322848,1.329607581,1.645689986,1.966583189,2.142851149
1.272832646,1.614439274,1.82017223,2.252874649,2.692162831,2.93346564
2.214433972,2.808750377,3.166678067,3.919480046,4.683739728,5.103550723
2.12097835,2.690212856,3.033034945,3.754066468,4.486072145,4.888165883
1.59818884,2.027115535,2.285437096,2.828745109,3.380322311,3.683305943
0.891582637,1.130868248,1.274978263,1.578073854,1.885782583,2.054808257
2.518267168,3.194127234,3.60116468,4.457255461,5.326376009,5.803787509
3.993954945,5.065864506,5.711423183,7.069177456,8.447596851,9.20476831
1.841697796,2.335978153,2.633659026,3.259748475,3.895367053,4.244514959
1.548443134,1.964018928,2.214299894,2.740696738,3.275105383,3.568658255
5.114409142,6.487029548,7.313691652,9.052346936,10.81746468,11.78705114
4.808353521,6.098833805,6.876026933,8.510637896,10.17012776,11.08169239
2.200797714,2.79145438,3.147177987,3.895344289,4.654897738,5.07212358
0.667055365,0.846081677,0.953900464,1.180667487,1.410885921,1.537345856
1.434532699,1.81953687,2.051406043,2.539078771,3.034173914,3.306131718
1.856817378,2.355155574,2.655280284,3.286509671,3.927346416,4.279360683
1.886667594,2.39301708,2.697966598,3.339343635,3.990482479,4.348155731
1.096946838,1.391348707,1.568652548,1.941562176,2.320147518,2.528106007
0.777564947,0.986250151,1.111931037,1.376266049,1.644624261,1.792034533
1.752416742,2.222735582,2.505985606,3.101723753,3.70652908,4.03875114
0.62200619,0.788942069,0.889479381,1.100931832,1.315602605,1.433522146
2.400338604,3.04454865,3.432524837,4.248525528,5.076945812,5.53200049
2.480859759,3.146680314,3.547671453,4.391045498,5.247255761,5.717575588
0.839747662,1.065121649,1.200853373,1.486327544,1.776146653,1.935345485
3.630381363,4.60471396,5.191506806,6.425663394,7.678603939,8.366849347
3.391470129,4.301683015,4.849859697,6.002797856,7.17328382,7.816236587
0.384833019,0.488115654,0.550317731,0.681142611,0.813958655,0.886915056
1.840127871,2.333986887,2.631414006,3.256969756,3.892046511,4.240896792
2.041189785,2.589010399,2.918935947,3.612843163,4.317311698,4.70427917
1.449492688,1.838511867,2.072799082,2.565557493,3.065815724,3.340609633
1.576277655,1.999323761,2.25410373,2.789962985,3.333978058,3.632807781
1.503411341,1.906901369,2.149903668,2.66099185,3.179858833,3.464874607
