2015 Observed,2030 Baseline,2030 Net Zero,2030 Net Zero Mandates,2050 Baseline,2050 Net Zero,2050 Net Zero Mandates
17.58,18.711,19.771,19.834,21.872,24.037,24.844
17.67,18.853,19.913,19.975,21.892,24.054,24.874
17.75,18.923,19.987,20.048,21.772,23.933,24.754
17.59,18.783,19.864,19.925,21.639,24.194,25.202
17.58,18.701,19.854,19.916,21.409,24.023,25.079
17.28,18.372,19.711,19.774,21.067,23.808,24.914
16.51,17.449,18.974,19.037,20.541,23.389,24.515
16.2,17.083,18.775,18.838,20.307,23.243,24.362
14.83,16.009,17.901,17.966,20.008,23.05,24.187
13.53,14.982,17.088,17.154,19.602,22.744,23.854
12.83,14.535,16.971,17.039,19.446,22.765,23.832
14.07,17.103,20.478,20.571,23.389,28.02,29.488
13.95,16.938,20.125,20.218,22.955,27.341,28.759
13.81,16.827,19.96,20.053,22.698,26.999,28.376
14.24,16.94,19.994,20.087,22.507,26.704,27.989
14.62,17.014,19.987,20.081,22.37,26.472,27.7
15.95,17.552,20.474,20.571,22.641,26.704,27.882
17.11,18.204,21.022,21.122,23.037,27.108,28.263
17.63,19.047,21.357,21.459,23.612,27.74,29.003
18.34,19.529,21.767,21.87,23.965,27.532,28.671
18.45,19.881,21.96,22.062,24.301,27.683,28.865
18.69,20.303,22.296,22.397,24.701,27.978,29.166
18.95,20.623,22.599,22.699,24.982,28.224,29.39
19.31,20.886,22.862,22.962,25.283,28.516,29.677
19.53,21.106,23.071,23.17,25.48,28.698,29.864
19.69,21.153,23.117,23.216,25.621,28.843,30.033
19.47,20.88,22.841,22.939,25.34,28.561,29.75
19.03,20.438,22.406,22.503,25.253,29.013,30.461
18.77,20.094,22.088,22.185,25.012,28.859,30.374
18.46,19.729,21.873,21.969,24.751,28.783,30.371
18.16,19.463,21.869,21.965,24.603,28.791,30.398
18.18,19.42,22.055,22.152,24.586,28.9,30.49
16.56,18.161,21.195,21.292,24.237,28.654,30.263
15.1,17.505,20.71,20.806,23.782,28.292,29.858
14.49,17.281,20.711,20.806,23.671,28.401,29.903
13.95,16.938,20.262,20.354,23.162,27.805,29.252
13.91,16.814,19.95,20.041,22.77,27.167,28.565
13.84,16.75,19.832,19.923,22.541,26.854,28.21
14.09,16.84,19.842,19.934,22.292,26.5,27.766
14.56,16.956,19.877,19.97,22.214,26.329,27.536
15.93,17.405,20.276,20.372,22.523,26.599,27.754
17.31,18.2,20.853,20.951,22.965,27.05,28.185
17.83,18.844,21.312,21.417,23.525,27.668,28.914
18.27,19.297,21.627,21.733,23.669,27.246,28.375
18.07,19.499,21.594,21.698,23.894,27.281,28.462
18.25,19.89,21.898,22,24.288,27.565,28.758
18.5,20.178,22.171,22.273,24.605,27.851,29.023
18.63,20.383,22.377,22.479,24.779,28.016,29.185
18.91,20.462,22.444,22.546,24.909,28.133,29.308
18.9,20.428,22.409,22.51,24.946,28.174,29.375
18.64,20.153,22.132,22.232,24.655,27.882,29.082
18.13,19.76,21.757,21.853,24.681,28.448,29.899
17.99,19.295,21.476,21.572,24.493,28.351,29.869
17.66,18.977,21.227,21.322,24.269,28.31,29.895
17.36,18.476,20.959,21.055,23.914,28.109,29.713
17.33,18.581,21.214,21.311,23.903,28.222,29.81
16,17.619,20.655,20.75,23.645,28.067,29.677
14.67,17.03,20.176,20.27,23.247,27.761,29.332
14.13,16.872,20.241,20.334,23.173,27.909,29.413
13.61,16.564,20.005,20.097,22.796,27.437,28.888
13.6,16.496,19.749,19.84,22.451,26.846,28.247
13.6,16.467,19.667,19.758,22.286,26.598,27.957
14.26,16.612,19.732,19.824,22.163,26.371,27.635
14.75,16.772,19.812,19.905,22.117,26.231,27.439
16.16,17.444,20.434,20.53,22.448,26.52,27.678
17.57,18.43,21.024,21.123,22.903,26.985,28.121
18.11,19.094,21.573,21.678,23.471,27.613,28.858
18.07,19.166,21.433,21.538,23.463,27.041,28.172
17.74,19.331,21.432,21.536,23.77,27.157,28.345
18,19.889,21.902,22.004,24.365,27.644,28.84
18.61,20.459,22.459,22.561,24.965,28.213,29.393
19.3,20.993,22.994,23.096,25.44,28.679,29.856
19.8,21.332,23.321,23.422,25.794,29.02,30.205
20.11,21.482,23.432,23.534,25.946,29.178,30.386
20.12,21.497,23.27,23.371,25.778,29.007,30.215
19.84,21.249,23.028,23.123,25.888,29.658,31.113
19.72,21.125,23.005,23.099,25.683,29.538,31.061
19.03,20.415,22.555,22.651,25.291,29.329,30.921
18.14,19.513,21.912,22.008,24.585,28.774,30.384
18.06,19.269,21.893,21.989,24.504,28.819,30.416
16.4,17.956,21.003,21.099,24.108,28.522,30.136
14.89,17.238,20.495,20.589,23.644,28.15,29.723
14.26,16.993,20.473,20.567,23.502,28.227,29.738
13.65,16.703,20.119,20.21,23.466,28.039,29.505
13.41,16.59,19.818,19.908,22.998,27.326,28.743
13.37,16.503,19.677,19.767,22.788,27.031,28.405
13.82,16.504,19.598,19.689,22.595,26.73,28.011
14.3,16.655,19.669,19.76,22.499,26.542,27.764
15.71,17.236,20.2,20.295,22.736,26.74,27.91
17.09,17.881,20.788,20.886,23.201,27.215,28.366
17.65,19.237,21.701,21.807,23.789,27.862,29.12
17.87,19.486,21.899,22.006,24.287,27.951,29.091
17.98,19.728,21.976,22.081,24.773,28.25,29.442
19.13,20.98,23.122,23.227,25.85,29.224,30.428
20.5,21.916,24.046,24.151,26.722,30.069,31.251
21.62,22.949,24.742,24.842,27.349,30.688,31.866
22.42,23.815,25.584,25.683,27.813,31.138,32.32
22.89,24.335,26.103,26.201,28.067,31.397,32.603
22.94,24.38,26.142,26.239,27.934,31.262,32.469
22.62,24.112,25.886,25.982,27.749,31.463,32.925
22.32,23.81,25.684,25.779,27.456,31.256,32.785
20.91,22.43,24.568,24.663,26.695,30.679,32.281
19.45,20.907,23.296,23.391,25.763,29.895,31.518
19.38,20.746,23.358,23.454,25.696,29.95,31.562
17.59,19.366,22.173,22.266,25.292,29.648,31.278
15.9,17.919,21.095,21.188,24.732,29.175,30.768
15.05,17.542,21,21.092,24.517,29.181,30.707
14.19,17.155,20.549,20.64,24.081,28.582,30.062
13.83,16.854,20.06,20.15,23.474,27.73,29.162
13.62,16.737,19.89,19.98,23.208,27.38,28.77
14.03,16.872,19.946,20.037,23.031,27.098,28.397
14.48,17.012,20.006,20.097,22.95,26.922,28.165
15.85,17.549,20.491,20.586,23.286,27.218,28.405
17.18,18.108,21.032,21.129,23.69,27.631,28.797
17.67,19.426,22.062,22.168,24.218,28.218,29.495
18.32,20.172,22.603,22.71,24.932,28.719,29.875
18.99,20.917,23.156,23.261,25.763,29.367,30.567
20.27,22.116,24.146,24.251,26.817,30.32,31.528
21.44,22.912,24.929,25.034,27.538,31.014,32.202
22.4,23.774,25.567,25.667,28.061,31.531,32.714
23.15,24.558,26.327,26.427,28.445,31.901,33.092
23.55,24.966,26.735,26.833,28.584,32.045,33.26
23.52,24.924,26.687,26.784,28.376,31.835,33.047
23.11,24.573,26.348,26.444,28.089,31.738,33.208
22.75,24.251,26.126,26.222,27.826,31.563,33.1
21.33,22.876,25.014,25.11,27.101,31.023,32.633
19.41,20.932,23.321,23.417,26.014,30.082,31.715
19.25,20.621,23.23,23.326,25.903,30.093,31.711
17.58,19.321,22.126,22.219,25.528,29.819,31.458
15.91,18.022,21.24,21.333,25.017,29.398,30.998
15.11,17.715,21.158,21.25,24.808,29.408,30.947
12.57,14.699,17.1,17.167,19.983,23.166,24.205
12.19,14.454,16.703,16.768,19.533,22.515,23.516
11.89,14.254,16.446,16.509,19.253,22.148,23.12
12,14.237,16.364,16.427,18.989,21.79,22.698
12.1,14.224,16.285,16.348,18.802,21.519,22.386
12.81,14.503,16.505,16.57,18.909,21.57,22.403
13.53,14.82,16.786,16.852,19.107,21.748,22.566
14.05,15.767,17.526,17.594,19.573,22.277,23.172
14.91,16.572,18.094,18.164,20.33,23.012,23.854
15.8,17.419,18.833,18.902,21.152,23.725,24.595
17.26,18.568,19.934,20.002,22.347,24.879,25.76
18.77,19.995,21.091,21.156,23.274,25.778,26.647
19.79,21.061,22.144,22.209,23.905,26.394,27.262
20.42,21.708,22.775,22.839,24.264,26.734,27.611
20.66,21.957,23.024,23.087,24.348,26.815,27.709
20.66,21.943,23.015,23.077,24.178,26.628,27.524
20.34,21.68,22.769,22.831,24.094,26.379,27.422
20.29,21.551,22.711,22.773,24.071,26.144,27.232
19.22,20.422,21.765,21.827,23.193,25.553,26.684
17.47,18.552,20.073,20.135,21.813,24.581,25.722
17.17,18.299,19.98,20.043,21.724,24.578,25.707
15.86,17.185,19.06,19.124,21.454,24.411,25.555
14.53,16.114,18.198,18.263,21.036,24.089,25.204
13.73,15.448,17.863,17.928,20.83,24.058,25.131
13.05,15.102,17.493,17.56,20.447,23.654,24.705
12.63,14.877,17.118,17.183,19.976,22.981,23.998
12.3,14.674,16.858,16.921,19.688,22.607,23.594
12.3,14.565,16.683,16.746,19.394,22.219,23.142
12.26,14.468,16.519,16.582,19.135,21.873,22.756
12.86,14.672,16.663,16.728,19.148,21.829,22.676
13.51,14.917,16.872,16.938,19.237,21.896,22.73
14.02,15.752,17.559,17.626,19.694,22.415,23.326
15.01,16.724,18.226,18.295,20.488,23.143,23.961
15.97,17.57,18.965,19.034,21.397,23.949,24.8
17.61,18.812,20.158,20.227,22.61,25.117,25.975
18.92,20.085,21.177,21.243,23.417,25.893,26.736
19.91,21.12,22.199,22.264,24,26.46,27.299
20.57,21.773,22.836,22.9,24.335,26.779,27.622
20.89,22.155,23.217,23.28,24.502,26.943,27.802
21.13,22.37,23.437,23.5,24.541,26.903,27.763
20.93,22.199,23.283,23.345,24.518,26.744,27.787
20.82,22.004,23.159,23.221,24.443,26.478,27.56
19.49,20.668,22.01,22.072,23.386,25.745,26.887
17.79,18.889,20.411,20.473,22.005,24.8,25.956
17.54,18.579,20.263,20.326,21.868,24.749,25.895
16.2,17.564,19.444,19.508,21.637,24.622,25.784
14.87,16.488,18.577,18.642,21.256,24.339,25.474
14.1,15.841,18.282,18.347,21.061,24.317,25.411
15.16,18.398,21.795,21.885,25.503,29.994,31.501
14.94,18.184,21.391,21.481,25.029,29.272,30.734
14.79,18.045,21.198,21.288,24.769,28.929,30.347
15.07,18.087,21.161,21.251,24.491,28.545,29.871
15.35,18.124,21.118,21.21,24.316,28.276,29.544
16.6,18.58,21.524,21.618,24.529,28.449,29.665
17.87,19.082,22.008,22.105,24.883,28.813,30.01
18.3,20.287,23,23.106,25.383,29.373,30.68
19.09,21.054,23.621,23.728,26.147,30.007,31.179
19.77,21.786,24.029,24.134,26.872,30.547,31.761
21.24,23.217,25.15,25.256,27.948,31.522,32.745
22.86,24.248,26.169,26.274,28.874,32.419,33.625
24.07,25.427,27.221,27.322,29.517,33.055,34.256
24.93,26.32,28.09,28.19,29.965,33.491,34.695
25.44,26.853,28.621,28.72,30.193,33.723,34.952
25.48,26.88,28.643,28.74,30.027,33.557,34.782
25.03,26.489,28.265,28.36,29.718,33.356,34.844
24.48,25.965,27.841,27.936,29.385,33.039,34.596
22.51,24.083,26.222,26.318,28.327,32.234,33.863
20.43,22,24.39,24.486,27.141,31.197,32.849
20.15,21.59,24.201,24.297,27.022,31.2,32.838
18.43,20.26,23.066,23.159,26.591,30.868,32.525
16.79,18.963,22.182,22.275,26.083,30.448,32.063
15.96,18.619,22.06,22.152,25.872,30.458,32.012
15.16,18.235,21.625,21.715,25.425,29.923,31.373
14.84,17.984,21.185,21.274,24.899,29.148,30.548
14.61,17.82,20.966,21.055,24.597,28.761,30.119
14.88,17.836,20.903,20.993,24.325,28.38,29.648
15.14,17.88,20.865,20.956,24.147,28.108,29.319
16.3,18.334,21.268,21.362,24.326,28.248,29.406
17.54,18.814,21.73,21.827,24.689,28.618,29.759
17.96,19.842,22.54,22.645,25.199,29.119,30.368
18.82,20.767,23.325,23.432,26.042,29.917,31.199
19.86,21.858,24.094,24.199,26.938,30.633,31.962
21.55,23.595,25.542,25.647,28.149,31.746,33.086
23.36,24.762,26.673,26.778,29.208,32.779,34.1
24.73,26.106,27.902,28.003,29.951,33.515,34.83
25.68,27.06,28.831,28.931,30.449,33.998,35.316
26.13,27.506,29.276,29.375,30.644,34.197,35.54
26.15,27.507,29.271,29.368,30.488,34.041,35.379
25.67,27.09,28.867,28.962,30.17,33.74,35.175
25.04,26.515,28.392,28.488,29.921,33.398,34.901
22.76,24.339,26.479,26.574,28.499,32.418,33.991
20.53,22.028,24.42,24.516,27.223,31.291,32.888
20.08,21.547,24.159,24.255,27.032,31.221,32.803
18.3,20.09,22.894,22.987,26.539,30.827,32.429
16.62,18.795,22.011,22.104,26.005,30.38,31.941
15.78,18.466,21.905,21.997,25.79,30.383,31.883
15.02,18.111,21.51,21.6,25.419,29.957,31.391
14.77,17.894,21.103,21.193,24.894,29.183,30.569
14.48,17.721,20.875,20.964,24.574,28.774,30.119
14.77,17.75,20.824,20.914,24.322,28.418,29.67
15.03,17.775,20.768,20.859,24.137,28.136,29.33
16.22,18.243,21.185,21.279,24.351,28.308,29.452
17.47,18.742,21.666,21.763,24.72,28.687,29.811
17.87,19.739,22.434,22.538,25.318,29.197,30.43
18.79,20.737,23.292,23.399,26.173,30.007,31.318
19.94,21.943,24.18,24.284,27.13,30.786,32.143
21.85,23.879,25.861,25.966,28.429,31.989,33.357
23.87,25.26,27.137,27.242,29.632,33.163,34.511
25.38,26.739,28.533,28.634,30.444,33.968,35.306
26.35,27.658,29.427,29.527,30.909,34.42,35.761
26.77,28.125,29.893,29.992,31.12,34.636,35.996
26.75,28.083,29.845,29.943,30.918,34.433,35.79
26.21,27.604,29.378,29.474,30.65,34.09,35.5
25.52,26.922,28.797,28.893,30.259,33.676,35.156
23.02,24.584,26.723,26.819,28.737,32.696,34.25
21.2,22.712,25.102,25.198,27.816,31.923,33.502
21,22.578,25.188,25.283,27.754,31.982,33.546
19.23,21.066,23.867,23.96,27.336,31.664,33.248
17.38,19.46,22.574,22.667,26.659,31.073,32.62
16.32,18.952,22.4,22.492,26.347,30.979,32.465
15.33,18.316,21.7,21.79,25.423,30.086,31.516
14.9,17.973,21.166,21.256,24.833,29.249,30.63
14.55,17.72,20.858,20.947,24.445,28.774,30.114
14.71,17.722,20.78,20.869,24.11,28.331,29.578
15,17.737,20.714,20.804,23.918,28.042,29.231
16.23,18.218,21.143,21.236,24.112,28.195,29.333
17.45,18.75,21.656,21.752,24.511,28.603,29.721
17.89,19.768,22.454,22.558,25.536,29.187,30.417
18.96,20.879,23.43,23.537,26.305,29.914,31.221
20.26,22.266,24.502,24.607,27.147,30.579,31.923
21.93,23.961,25.958,26.063,28.231,31.565,32.912
24,25.319,27.178,27.283,29.374,32.678,33.996
25.24,26.498,28.29,28.391,30.014,33.311,34.624
25.94,27.215,28.983,29.083,30.408,33.692,35.006
26.06,27.384,29.152,29.251,30.482,33.77,35.109
25.69,27.006,28.769,28.866,30.153,33.439,34.779
24.9,26.273,28.049,28.144,29.714,33.03,34.424
24.06,25.488,27.364,27.46,28.891,32.696,34.158
21.91,23.418,25.555,25.651,27.864,31.945,33.48
20.3,21.793,24.18,24.276,27.122,31.352,32.913
20.02,21.463,24.073,24.169,27.01,31.359,32.909
18.41,20.158,22.961,23.055,26.662,31.114,32.683
16.95,19.152,22.363,22.456,26.216,30.756,32.285
16.05,18.804,22.238,22.33,25.981,30.74,32.209
15.2,18.168,21.532,21.622,24.886,29.335,30.808
14.95,17.943,21.119,21.209,24.367,28.57,29.996
14.73,17.79,20.912,21.001,24.079,28.195,29.583
14.99,17.794,20.836,20.927,23.813,27.826,29.122
15.24,17.819,20.782,20.873,23.612,27.532,28.772
16.48,18.302,21.215,21.309,23.836,27.716,28.904
17.74,18.802,21.695,21.793,24.205,28.093,29.265
18.16,20.115,22.801,22.906,24.707,28.655,29.935
19.07,21.033,23.338,23.445,25.401,29.307,30.48
19.74,21.554,23.697,23.802,25.861,29.579,30.787
20.42,22.137,24.194,24.299,26.458,30.071,31.277
21.23,22.754,24.799,24.903,27.021,30.604,31.784
22.07,23.364,25.29,25.394,27.512,31.087,32.262
22.57,23.873,25.641,25.74,27.707,31.267,32.45
22.6,23.95,25.717,25.816,27.627,31.193,32.401
22.07,23.442,25.205,25.302,27.188,30.753,31.963
21.17,22.58,24.356,24.451,26.73,30.323,31.767
20.42,21.839,23.717,23.812,26.367,30.048,31.565
19.41,20.881,23.022,23.117,25.986,29.85,31.436
18.83,20.12,22.511,22.607,25.644,29.657,31.265
18.7,19.935,22.552,22.648,25.6,29.738,31.336
17.05,18.73,21.8,21.895,25.211,29.446,31.066
15.58,18.109,21.306,21.399,24.794,29.123,30.701
14.92,17.889,21.309,21.402,24.672,29.221,30.736
12.54,14.806,17.203,17.271,19.545,22.814,23.839
12.36,14.635,16.88,16.946,19.169,22.238,23.228
12.14,14.508,16.695,16.76,18.914,21.893,22.855
12.28,14.499,16.619,16.683,18.695,21.579,22.477
12.39,14.495,16.548,16.612,18.537,21.336,22.193
13.07,14.741,16.735,16.8,18.607,21.35,22.171
13.79,15.03,16.988,17.054,18.791,21.512,22.318
14.29,15.8,17.335,17.403,19.205,21.988,22.869
14.77,16.072,17.555,17.624,19.444,21.842,22.63
15.01,16.423,17.8,17.868,19.784,22.075,22.898
15.66,17.068,18.392,18.46,20.446,22.688,23.51
16.39,17.648,18.953,19.02,21.03,23.237,24.045
17.15,18.184,19.438,19.505,21.49,23.68,24.482
17.57,18.611,19.673,19.737,21.739,23.91,24.714
17.71,18.795,19.856,19.918,21.773,23.937,24.755
17.73,18.798,19.863,19.925,21.633,23.798,24.615
17.47,18.559,19.641,19.703,21.547,24.1,25.103
17.57,18.537,19.696,19.757,21.413,24.027,25.08
17.23,18.172,19.522,19.584,21.158,23.902,25.008
16.52,17.471,19.012,19.075,20.798,23.651,24.777
16.48,17.379,19.083,19.147,20.793,23.735,24.853
15.23,16.504,18.406,18.471,20.579,23.627,24.759
14.06,15.574,17.814,17.881,20.274,23.419,24.523
13.42,15.343,17.759,17.827,20.139,23.46,24.521
12.77,14.971,17.353,17.421,19.621,22.903,23.93
12.47,14.723,16.953,17.019,19.176,22.259,23.25
12.16,14.524,16.697,16.762,18.869,21.864,22.826
12.25,14.476,16.583,16.647,18.592,21.492,22.391
12.35,14.481,16.522,16.586,18.428,21.244,22.102
13.05,14.738,16.72,16.785,18.512,21.271,22.095
13.76,15.027,16.973,17.039,18.696,21.432,22.242
14.3,15.79,17.272,17.34,19.158,21.958,22.844
14.78,16.066,17.495,17.563,19.294,21.707,22.504
14.98,16.414,17.735,17.802,19.671,21.974,22.807
15.66,17.015,18.283,18.35,20.3,22.553,23.39
16.2,17.481,18.729,18.796,20.703,22.917,23.737
16.48,17.607,18.847,18.913,20.83,23.028,23.843
16.46,17.573,18.805,18.87,20.82,22.998,23.819
16.39,17.531,18.762,18.827,20.815,22.988,23.826
16.36,17.42,18.653,18.718,20.688,22.86,23.698
16.27,17.349,18.521,18.585,20.817,23.378,24.393
16.56,17.576,18.736,18.798,20.794,23.417,24.478
16.44,17.36,18.714,18.777,20.648,23.4,24.511
16.08,16.977,18.518,18.581,20.445,23.306,24.436
16.12,17.069,18.776,18.84,20.5,23.449,24.57
15,16.271,18.178,18.244,20.348,23.405,24.537
13.82,15.449,17.674,17.741,20.057,23.213,24.316
13.13,15.182,17.586,17.653,19.879,23.215,24.271
14.25,17.511,20.89,20.983,23.914,28.577,30.037
14.03,17.274,20.466,20.558,23.414,27.832,29.241
13.9,17.121,20.26,20.352,23.107,27.44,28.805
14.33,17.219,20.279,20.372,22.906,27.135,28.409
14.78,17.337,20.316,20.41,22.809,26.945,28.16
15.98,17.857,20.785,20.882,23.043,27.139,28.305
17.37,18.487,21.325,21.425,23.459,27.564,28.709
17.9,19.078,21.553,21.655,23.989,28.153,29.408
18.49,19.624,21.977,22.084,24,27.603,28.728
18.57,19.919,22.025,22.13,24.312,27.729,28.907
18.89,20.544,22.564,22.667,24.895,28.201,29.394
19.19,20.912,22.911,23.014,25.214,28.48,29.651
19.48,21.175,23.171,23.274,25.51,28.76,29.926
19.68,21.36,23.341,23.443,25.683,28.917,30.089
19.82,21.356,23.336,23.437,25.713,28.95,30.144
19.74,21.151,23.128,23.229,25.502,28.737,29.933
19.44,20.758,22.879,22.976,25.76,29.54,30.995
19.33,20.548,22.523,22.619,25.542,29.413,30.936
18.9,20.149,22.311,22.407,25.238,29.299,30.895
18.57,19.913,22.34,22.437,25.103,29.327,30.944
18.75,20.117,22.771,22.869,25.224,29.57,31.174
17.29,19.036,21.887,21.982,24.962,29.411,31.037
15.82,18.143,21.35,21.446,24.559,29.1,30.683
15.2,17.923,21.357,21.451,24.46,29.224,30.742
14.53,17.672,20.936,21.029,23.921,28.611,30.079
14.35,17.486,20.563,20.656,23.461,27.909,29.326
14.15,17.343,20.368,20.46,23.199,27.564,28.937
14.59,17.41,20.356,20.449,22.984,27.244,28.527
15.01,17.504,20.37,20.464,22.869,27.035,28.261
16.36,18.062,20.878,20.975,23.148,27.279,28.452
17.56,18.8,21.428,21.529,23.526,27.667,28.821
18.11,19.214,21.733,21.84,24.072,28.275,29.536
18.47,19.78,22.159,22.267,23.847,27.473,28.602
18.33,19.504,21.604,21.709,23.942,27.375,28.553
18.46,19.777,21.85,21.954,24.254,27.57,28.764
18.52,20.026,22.079,22.183,24.406,27.682,28.856
18.58,20.132,22.181,22.284,24.545,27.807,28.975
18.53,20.173,22.208,22.31,24.585,27.83,29.003
18.38,20.008,22.042,22.143,24.479,27.724,28.924
18.07,19.703,21.733,21.834,24.171,27.416,28.613
17.79,19.374,21.732,21.828,24.603,28.407,29.863
17.83,19.071,21.571,21.668,24.525,28.421,29.942
17.83,19.056,21.486,21.583,24.466,28.56,30.157
17.98,19.233,21.697,21.796,24.578,28.842,30.457
18.2,19.483,22.181,22.28,24.726,29.119,30.721
16.63,18.418,21.417,21.515,24.473,28.972,30.591
15.26,17.902,21.01,21.107,24.096,28.689,30.267
14.68,17.63,20.964,21.059,24.024,28.838,30.352
14.13,17.157,20.473,20.567,23.358,28.089,29.548
14.09,17.068,20.195,20.289,22.892,27.377,28.785
14.05,17.03,20.103,20.196,22.717,27.117,28.483
14.7,17.168,20.162,20.256,22.588,26.881,28.152
15.2,17.406,20.321,20.416,22.524,26.723,27.935
16.63,17.977,20.841,20.939,22.843,27.002,28.164
18.05,19.088,21.621,21.725,23.315,27.485,28.627
18.61,19.77,22.324,22.432,23.909,28.142,29.392
18.9,19.862,22.275,22.384,23.37,27.028,28.151
18.16,19.079,21.148,21.255,23.294,26.754,27.928
17.86,18.918,20.942,21.046,23.378,26.717,27.902
17.62,18.978,20.978,21.082,23.387,26.68,27.845
17.43,19.033,21.027,21.13,23.45,26.727,27.888
17.35,19.002,20.982,21.084,23.443,26.7,27.871
17.27,18.908,20.886,20.988,23.4,26.661,27.854
17.15,18.716,20.693,20.793,23.179,26.439,27.631
17,18.728,21.209,21.306,23.959,27.779,29.23
17.25,18.569,21.103,21.2,23.955,27.867,29.385
17.41,18.544,21.156,21.254,24.054,28.163,29.751
17.6,18.635,21.198,21.296,24.098,28.374,29.978
17.98,19.047,21.741,21.84,24.321,28.725,30.315
16.64,18.155,21.183,21.281,24.045,28.553,30.161
15.3,17.665,20.804,20.9,23.721,28.323,29.892
14.77,17.503,20.868,20.964,23.7,28.528,30.029
14.46,17.556,20.885,20.98,23.673,28.41,29.837
14.59,17.632,20.776,20.87,23.449,27.944,29.297
14.72,17.671,20.764,20.859,23.366,27.778,29.079
15.28,17.888,20.903,20.998,23.279,27.587,28.789
15.78,18.086,21.02,21.116,23.257,27.47,28.611
17.22,18.682,21.566,21.665,23.636,27.811,28.891
18.64,19.79,22.343,22.448,24.102,28.287,29.346
19.2,20.469,23.041,23.15,24.682,28.928,30.092
19.23,20.36,22.781,22.891,24.001,27.662,28.751
18.19,19.287,21.397,21.503,23.725,27.186,28.358
18.02,19.548,21.562,21.666,23.957,27.293,28.484
18.2,19.836,21.827,21.931,24.209,27.501,28.669
18.37,20.095,22.081,22.184,24.448,27.724,28.889
18.61,20.223,22.193,22.296,24.583,27.84,29.012
18.69,20.204,22.171,22.273,24.652,27.911,29.107
18.63,20.025,21.99,22.091,24.456,27.717,28.912
18.38,19.867,22.355,22.452,25.138,28.961,30.393
18.37,19.609,22.145,22.242,24.962,28.876,30.377
18.1,19.37,21.894,21.992,24.815,28.926,30.494
17.96,19.213,21.813,21.912,24.692,28.971,30.56
18.24,19.431,22.124,22.223,24.862,29.269,30.846
16.89,18.656,21.693,21.791,24.696,29.209,30.803
15.51,18.145,21.293,21.39,24.323,28.928,30.484
14.81,17.963,21.338,21.434,24.239,29.071,30.558
14.31,17.589,21.009,21.103,23.846,28.588,30.028
14.33,17.518,20.752,20.846,23.527,28.026,29.415
14.55,17.506,20.69,20.784,23.4,27.818,29.163
15.12,17.811,20.919,21.014,23.308,27.623,28.876
15.66,18.024,21.054,21.15,23.405,27.631,28.801
17.16,18.644,21.626,21.726,23.801,27.99,29.104
18.65,19.81,22.389,22.495,24.318,28.519,29.609
19.28,20.583,23.188,23.298,24.947,29.211,30.408
19.31,20.551,23,23.111,24.277,27.955,29.072
18.26,19.757,21.867,21.973,24.121,27.586,28.761
18.44,20.219,22.229,22.333,24.614,27.95,29.146
18.83,20.62,22.604,22.708,24.989,28.278,29.451
19.22,20.913,22.889,22.992,25.251,28.522,29.688
19.57,21.155,23.117,23.219,25.488,28.739,29.912
19.74,21.189,23.148,23.249,25.583,28.838,30.032
19.71,21.006,22.962,23.063,25.381,28.635,29.83
19.46,20.669,23.093,23.19,25.93,29.747,31.186
19.43,20.621,22.795,22.893,25.702,29.61,31.121
18.74,20.021,22.287,22.385,25.295,29.402,30.98
18.37,19.705,22.156,22.254,25.022,29.295,30.895
18.5,19.778,22.458,22.556,25.099,29.499,31.084
16.96,18.681,21.798,21.896,24.839,29.343,30.95
15.47,18.067,21.294,21.391,24.358,28.955,30.521
14.69,17.744,21.197,21.293,24.229,29.05,30.547
12.35,14.675,17.147,17.217,19.38,22.733,23.734
12.15,14.536,16.857,16.926,18.942,22.096,23.059
11.98,14.454,16.72,16.788,18.767,21.836,22.765
12.37,14.47,16.672,16.74,18.592,21.568,22.431
12.6,14.581,16.721,16.789,18.464,21.358,22.176
13.44,14.907,16.991,17.06,18.62,21.459,22.241
14.25,15.248,17.298,17.368,18.859,21.68,22.446
14.86,15.924,17.634,17.706,19.356,22.242,23.083
14.95,15.973,17.48,17.552,19.148,21.629,22.388
14.65,16.167,17.534,17.603,19.364,21.716,22.526
15.28,16.855,18.156,18.224,20.058,22.343,23.168
16.15,17.48,18.751,18.819,20.668,22.905,23.712
16.63,17.872,19.133,19.2,21.01,23.222,24.022
16.93,18.06,19.309,19.375,21.276,23.47,24.275
17.15,18.235,19.364,19.43,21.311,23.499,24.321
17.27,18.346,19.417,19.479,21.188,23.376,24.196
17.1,18.195,19.282,19.344,21.516,24.111,25.106
17.13,18.11,19.271,19.332,21.21,23.863,24.908
16.57,17.462,18.828,18.891,20.556,23.345,24.441
16.35,17.264,18.828,18.893,20.406,23.313,24.42
16.43,17.386,19.121,19.186,20.529,23.526,24.627
15.05,16.35,18.291,18.359,20.256,23.365,24.48
13.71,15.256,17.534,17.604,19.871,23.085,24.167
13.13,15.021,17.504,17.575,19.783,23.177,24.212
12.64,14.947,17.368,17.438,19.618,22.966,23.965
12.43,14.792,17.062,17.13,19.262,22.412,23.375
12.2,14.663,16.876,16.944,19.03,22.094,23.025
12.17,14.665,16.813,16.88,18.791,21.76,22.625
12.32,14.664,16.746,16.813,18.64,21.523,22.346
13.08,14.942,16.965,17.032,18.743,21.569,22.357
13.84,15.16,17.147,17.216,18.953,21.759,22.532
