2015 Observed,2030 Baseline,2030 Extended,2030 Net Zero,2050 Baseline,2050 Extended,2050 Net Zero
16.871,22.061,22.37,23.866,28.757,31.587,34.409
18.254,23.146,23.437,24.82,29.21,31.979,34.69
19.616,23.806,24.082,25.446,29.697,32.437,35.185
19.583,23.933,24.162,25.429,28.575,30.897,32.518
19.194,22.801,22.948,24.024,27.808,29.392,30.964
18.895,21.85,21.895,23.025,27.11,28.545,29.975
18.681,21.414,21.368,22.748,26.817,28.193,29.531
18.52,21.236,21.195,22.566,26.575,27.912,29.2
18.56,21.192,21.177,22.469,26.43,27.739,29.004
18.609,21.162,21.159,22.379,26.412,27.717,29.002
18.93,20.983,20.99,22.233,26.388,27.708,29.027
19.642,21.234,21.344,22.872,27.938,29.968,32.285
20.702,21.612,21.772,23.204,28.366,30.508,32.995
20.703,21.918,22.124,23.571,28.851,31.135,33.871
20.56,22.006,22.244,23.713,28.931,31.316,34.175
20.38,22.075,22.346,23.85,29.02,31.516,34.514
19.669,21.54,21.843,23.379,28.749,31.352,34.524
18.359,20.982,21.317,22.911,28.367,31.098,34.415
17.116,20.801,21.19,22.926,28.293,31.273,34.857
16.269,19.14,19.608,21.477,26.314,29.064,32.383
15.797,19.054,19.447,21.109,26.072,28.659,31.729
15.568,19.039,19.413,21.024,25.958,28.509,31.492
15.605,19.394,19.738,21.27,25.928,28.419,31.237
15.815,19.749,20.059,21.502,26.006,28.427,31.1
16.422,20.898,21.172,22.55,26.494,28.845,31.357
17.881,22.058,22.305,23.647,27.125,29.426,31.834
19.271,22.678,22.911,24.235,27.656,29.933,32.37
19.178,22.79,22.981,24.207,26.977,28.957,30.388
18.67,21.778,21.848,23.054,26.055,27.439,28.753
18.202,21.059,20.972,22.459,25.732,26.979,28.134
17.862,20.679,20.697,21.848,25.292,26.502,27.559
17.499,20.422,20.505,21.697,25.21,26.375,27.385
17.387,20.278,20.359,21.541,25.002,26.14,27.142
17.4,20.404,20.487,21.473,25.158,26.293,27.321
17.758,20.35,20.441,21.394,25.434,26.581,27.635
18.674,20.909,20.975,22.358,27.038,28.766,30.749
19.819,21.202,21.218,22.792,27.762,29.57,31.733
20.176,21.466,21.504,23.151,28.259,30.196,32.586
20.057,21.499,21.553,23.249,28.272,30.286,32.754
19.729,21.521,21.592,23.353,28.335,30.442,33.026
18.935,20.973,21.065,22.878,28.06,30.262,32.997
17.753,20.317,20.434,22.31,27.579,29.894,32.756
16.51,20.011,20.182,22.175,27.345,29.884,32.993
15.675,19.102,19.338,21.362,25.942,28.3,31.131
15.164,18.782,18.988,20.898,25.405,27.603,30.2
14.9,18.591,18.787,20.673,25.096,27.248,29.756
14.817,18.644,18.826,20.672,24.922,27.004,29.356
14.988,18.77,18.937,20.738,24.874,26.883,29.097
15.556,19.276,19.423,21.202,25.163,27.098,29.158
16.87,19.728,19.83,21.607,25.45,27.333,29.29
18.183,20.33,20.376,22.115,25.712,27.566,29.538
18.311,20.8,20.837,22.383,24.86,26.266,27.227
18.129,20.593,20.684,21.741,24.325,25.443,26.32
17.905,20.032,20.104,21.028,23.732,24.759,25.535
17.725,19.588,19.655,20.591,23.323,24.323,25.057
17.564,19.325,19.39,20.326,22.996,23.984,24.706
17.396,19.305,19.37,20.299,22.965,23.945,24.667
17.353,19.236,19.302,20.229,22.941,23.925,24.673
17.483,19.171,19.24,20.166,22.918,23.914,24.687
18.028,19.251,19.325,20.251,24.018,25.503,27.13
19.076,19.368,19.467,20.622,24.601,26.146,27.894
19.315,19.881,20.028,21.099,25.177,26.845,28.8
19.164,20.131,20.309,21.541,25.337,27.114,29.217
18.791,20.252,20.443,21.874,25.609,27.492,29.73
18.109,19.267,19.475,21.176,25.607,27.59,29.989
17.105,18.529,18.754,20.542,25.085,27.184,29.72
16.001,18.18,18.447,20.38,24.846,27.163,29.947
15.171,15.47,15.651,16.982,20.523,22.272,24.371
14.662,15.306,15.461,16.723,20.22,21.853,23.8
14.396,15.182,15.328,16.576,20.028,21.629,23.53
14.32,15.18,15.313,16.545,19.895,21.449,23.249
14.326,15.2,15.323,16.521,19.795,21.296,23.002
14.568,15.466,15.584,16.73,19.88,21.329,22.938
15.041,15.772,15.889,16.987,20.045,21.458,23.005
15.827,16.092,16.175,17.212,20.348,21.751,23.324
16.482,16.562,16.665,17.492,19.606,20.778,21.601
17.077,16.309,16.401,17.015,19.21,20.121,20.941
17.486,15.927,15.998,16.541,18.857,19.708,20.466
17.707,15.543,15.611,16.133,18.423,19.248,19.971
17.676,15.343,15.41,15.932,18.165,18.98,19.691
17.479,15.205,15.272,15.79,18.006,18.812,19.52
17.347,15.132,15.199,15.717,17.946,18.755,19.477
17.36,15.195,15.263,15.785,18.009,18.829,19.561
17.818,15.451,15.566,16.38,19.269,20.439,21.79
18.656,15.856,15.976,16.806,19.717,20.911,22.334
18.618,16.184,16.32,17.193,20.1,21.36,22.915
18.173,16.339,16.506,17.439,20.519,21.899,23.697
17.674,16.433,16.634,17.525,20.57,22.023,23.918
17.047,16.018,16.214,17.267,20.51,22.045,24.052
16.272,15.729,15.946,17.066,20.44,22.075,24.177
15.449,15.786,16.04,17.285,20.708,22.539,24.839
14.772,17.01,17.299,18.602,23.097,25.249,27.911
14.35,16.924,17.142,18.488,23.111,25.165,27.698
14.13,16.779,16.954,18.392,23.104,25.163,27.7
14.149,16.986,17.212,18.455,22.989,25.057,27.523
14.222,17.223,17.473,18.587,23.03,25.089,27.484
14.548,17.705,17.945,19.023,23.385,25.423,27.727
14.965,18.149,18.382,19.434,23.744,25.773,28.028
15.57,19.001,19.224,20.107,24.301,26.344,28.656
16.042,19.464,19.659,20.458,23.848,25.465,27.163
16.337,19.124,19.271,19.941,23.543,25.026,26.605
16.405,18.805,18.927,19.541,23.314,24.721,26.23
16.355,18.22,18.334,19.002,22.914,24.276,25.74
16.233,17.96,18.015,18.8,22.674,23.999,25.429
16.009,17.785,17.813,18.663,22.545,23.839,25.243
16.036,17.674,17.688,18.572,22.487,23.774,25.184
16.578,17.725,17.747,18.616,22.513,23.818,25.242
17.78,17.991,18.066,18.807,23.359,25.09,27.184
19.298,18.957,19.096,19.751,24.377,26.206,28.418
19.66,19.938,20.12,20.879,25.183,27.135,29.522
19.39,20.319,20.544,21.421,25.617,27.708,30.26
19.074,20.548,20.81,21.786,25.732,27.941,30.597
18.378,20.037,20.334,21.427,25.74,28.069,30.846
17.503,19.467,19.806,21.036,25.575,28.043,30.916
16.555,19.29,19.711,21.179,25.569,28.475,31.612
15.899,22.286,22.733,24.509,30.491,34.048,38.047
15.64,22.292,22.698,24.358,30.263,33.662,37.382
15.58,22.313,22.708,24.339,30.147,33.518,37.136
15.612,22.416,22.794,24.379,29.977,33.282,36.708
15.907,22.552,22.912,24.446,29.916,33.14,36.399
16.522,23.056,23.396,24.893,30.191,33.344,36.428
17.942,24.059,24.369,25.777,30.589,33.707,36.686
19.502,24.951,25.248,26.638,31.167,34.283,37.316
19.524,25.102,25.35,26.639,30.068,32.951,34.751
19.094,23.974,24.145,25.242,29.119,31.04,32.851
18.858,23.036,23.162,24.169,28.48,30.177,31.86
18.779,22.363,22.518,23.537,27.883,29.49,31.107
18.689,22.043,22.176,23.244,27.547,29.1,30.68
18.651,21.862,21.878,23.109,27.452,28.967,30.526
18.703,21.708,21.711,22.992,27.5,29.009,30.591
18.946,21.56,21.586,22.82,27.5,29.028,30.64
19.622,21.978,22.191,23.492,28.886,31.169,33.798
20.574,22.481,22.723,24.006,29.588,31.973,34.762
20.721,22.869,23.142,24.496,30.258,32.806,35.848
20.598,22.997,23.297,24.725,30.524,33.211,36.434
20.391,23.042,23.368,24.866,30.635,33.448,36.818
19.748,22.575,22.927,24.487,30.481,33.418,36.972
18.674,22.037,22.421,24.057,30.128,33.205,36.909
17.479,21.812,22.255,24.045,29.998,33.343,37.331
16.659,21.688,22.134,23.907,29.663,32.981,36.864
16.184,21.565,21.971,23.628,29.308,32.472,36.081
15.956,21.549,21.945,23.572,29.164,32.326,35.84
15.948,21.733,22.113,23.694,29.083,32.214,35.545
16.118,21.912,22.274,23.805,29.065,32.143,35.314
16.721,22.478,22.82,24.314,29.377,32.384,35.378
18.116,23.16,23.458,24.872,29.807,32.766,35.648
19.627,23.906,24.19,25.567,30.322,33.269,36.196
19.689,24.211,24.448,25.727,29.045,31.454,33.147
19.292,23.385,23.548,24.641,28.54,30.31,32.05
18.954,22.649,22.767,23.767,28.07,29.688,31.312
18.629,22.147,22.232,23.296,27.524,29.072,30.636
18.311,21.887,21.938,23.09,27.308,28.809,30.332
18.043,21.711,21.7,22.959,27.213,28.68,30.182
18.002,21.54,21.512,22.862,27.22,28.679,30.202
18.358,21.375,21.365,22.678,27.152,28.627,30.178
19.266,21.952,22.161,23.489,28.741,30.984,33.551
20.506,22.543,22.792,24.084,29.531,31.9,34.645
20.823,23.095,23.377,24.745,30.4,32.949,35.955
20.671,23.415,23.725,25.162,30.868,33.613,36.797
20.442,23.76,24.078,25.542,31.161,34.101,37.44
19.735,23.245,23.61,25.176,31.121,34.245,37.774
18.576,22.853,23.249,24.889,30.928,34.249,37.936
17.459,22.815,23.269,25.059,31.032,34.652,38.63
16.647,22.351,22.782,24.542,30.517,34.097,37.877
16.225,22.328,22.719,24.367,30.322,33.734,37.25
16.033,22.304,22.687,24.305,30.219,33.6,37.026
16.039,22.424,22.79,24.364,30.117,33.435,36.684
16.213,22.569,22.918,24.443,30.093,33.336,36.427
16.855,23.571,23.91,25.359,30.442,33.609,36.528
18.258,24.793,25.104,26.515,30.909,34.031,36.842
19.662,25.519,25.815,27.209,31.419,34.524,37.377
19.465,25.231,25.476,26.772,30.392,33.289,35.055
18.775,23.623,23.776,24.88,28.279,30.126,31.635
18.325,22.256,22.357,23.362,27.329,28.794,30.299
18.08,21.433,21.436,22.711,26.876,28.231,29.631
17.829,21.158,21.14,22.47,26.586,27.875,29.2
17.655,21.067,21.087,22.292,26.313,27.573,28.859
17.552,20.983,21.021,22.117,26.206,27.461,28.76
17.877,20.793,20.831,21.957,26.087,27.358,28.689
18.841,21.249,21.376,22.868,28.103,30.206,32.522
20.137,21.666,21.86,23.224,28.574,30.802,33.315
20.533,21.992,22.249,23.583,29.044,31.441,34.223
20.431,22.087,22.356,23.729,29.036,31.509,34.31
20.157,22.243,22.534,23.967,29.242,31.821,34.748
19.373,21.744,22.058,23.542,29.012,31.685,34.764
18.188,21.207,21.548,23.095,28.641,31.422,34.628
17.033,20.967,21.356,23.032,28.469,31.463,34.909
16.194,18.774,19.112,20.781,25.369,27.886,30.96
15.696,18.609,18.894,20.51,25.041,27.372,30.189
15.408,18.492,18.748,20.389,24.853,27.118,29.829
15.378,18.556,18.777,20.435,24.743,26.916,29.45
15.509,18.84,19.022,20.696,24.912,26.986,29.36
16.081,19.524,19.671,21.363,25.414,27.401,29.605
17.356,20.176,20.315,21.978,25.882,27.818,29.912
18.711,20.417,20.569,22.167,26.117,28.027,30.124
18.854,20.886,20.984,22.364,24.612,26.139,27.043
18.82,20.74,20.842,21.878,24.273,25.46,26.381
18.97,20.373,20.451,21.387,24.018,25.127,25.959
19.152,19.861,19.934,20.849,23.745,24.829,25.622
19.225,19.787,19.86,20.766,23.593,24.662,25.441
19.33,19.731,19.803,20.7,23.501,24.559,25.335
19.308,19.641,19.714,20.61,23.439,24.5,25.3
19.29,19.444,19.52,20.413,23.257,24.325,25.147
19.595,19.617,19.772,20.987,24.766,26.323,28.106
20.26,19.654,19.818,21.051,24.954,26.548,28.441
20.39,19.711,19.897,21.192,25.217,26.918,29.014
20.157,19.815,20.038,21.433,25.695,27.566,29.984
19.803,19.968,20.234,21.608,25.749,27.732,30.291
18.986,19.288,19.559,21.085,25.554,27.651,30.39
17.872,18.798,19.099,20.701,25.275,27.506,30.394
16.749,18.674,19.031,20.786,25.284,27.772,30.941
15.857,19.524,19.913,21.771,27.25,30.008,33.453
15.483,19.429,19.775,21.529,26.98,29.558,32.736
15.185,19.447,19.78,21.514,26.935,29.473,32.56
14.934,19.557,19.845,21.616,26.924,29.402,32.334
15.076,19.642,19.88,21.705,26.999,29.415,32.226
15.736,20.164,20.365,22.217,27.418,29.785,32.468
17.232,20.906,21.145,22.845,27.901,30.271,32.892
18.703,22.341,22.542,23.732,28.487,30.891,33.596
18.998,22.873,23.092,24.345,28.334,30.203,32.04
19.047,22.848,23.003,24.074,28.281,30.006,31.69
19,22.748,22.882,23.892,28.158,29.806,31.402
18.815,22.58,22.712,23.72,27.935,29.563,31.12
18.554,22.468,22.599,23.61,27.813,29.438,30.985
18.369,22.435,22.566,23.572,27.798,29.423,30.974
18.267,22.476,22.608,23.614,27.903,29.548,31.134
18.355,22.479,22.614,23.619,27.941,29.616,31.231
18.896,22.573,22.714,23.719,28.907,31.097,33.609
19.941,22.931,23.094,24.116,29.524,31.825,34.485
20.656,23.62,23.84,25.001,30.197,32.718,35.626
20.587,24.082,24.361,25.68,30.586,33.3,36.429
20.347,24.377,24.707,26.164,30.786,33.661,36.938
19.843,23.529,23.91,25.491,30.708,33.731,37.194
18.797,22.568,23.01,24.744,30.389,33.577,37.193
17.605,22.426,22.984,25.026,30.465,34.196,38.263
16.746,19.82,20.239,21.696,26.689,29.706,32.822
16.244,19.752,20.117,21.4,26.589,29.499,32.445
16.042,19.742,20.096,21.324,26.604,29.506,32.404
15.914,19.976,20.31,21.472,26.591,29.462,32.245
15.87,20.225,20.535,21.624,26.703,29.536,32.219
16.021,20.897,21.183,22.197,26.971,29.758,32.336
16.596,21.541,21.808,22.77,27.183,29.934,32.45
17.306,22.022,22.279,23.214,27.524,30.399,32.808
17.961,21.612,21.829,22.673,26.543,29.204,30.997
18.371,20.031,20.173,20.869,24.155,26.112,27.519
18.446,18.96,19.069,19.686,23.381,24.727,26.292
18.287,17.969,18.028,18.773,22.71,23.969,25.471
17.957,17.651,17.647,18.545,22.499,23.694,25.137
17.711,17.406,17.362,18.366,22.355,23.501,24.906
17.573,17.228,17.189,18.178,22.164,23.292,24.691
17.714,17.147,17.121,18.081,22.028,23.155,24.551
18.228,17.93,17.937,19.165,24.07,25.844,27.907
19.262,18.36,18.409,19.561,24.486,26.347,28.545
19.45,18.718,18.793,19.974,24.923,26.885,29.252
19.03,18.792,18.871,20.148,25.14,27.175,29.661
18.654,18.797,18.877,20.248,25.224,27.322,29.891
18.036,18.406,18.483,19.963,25.146,27.308,29.974
17.255,18.1,18.211,19.715,24.941,27.189,29.926
16.334,18.023,18.183,19.77,24.917,27.341,30.252
15.57,17.498,17.712,19.33,24.466,26.702,29.631
15.098,17.248,17.429,18.986,24.108,26.212,28.965
14.775,17.071,17.231,18.813,23.936,26.014,28.723
14.723,17.156,17.328,18.806,23.751,25.801,28.406
14.696,17.27,17.466,18.802,23.611,25.638,28.162
14.929,17.641,17.859,19.058,23.699,25.703,28.146
15.374,18.134,18.348,19.512,24.113,26.114,28.51
15.99,19.088,19.274,20.046,24.69,26.708,29.162
16.641,19.425,19.597,20.333,24.343,26.009,27.818
17.325,19.453,19.603,20.269,24.375,25.938,27.647
17.627,19.31,19.438,20.045,24.128,25.633,27.279
17.84,19.065,19.201,19.832,23.885,25.367,26.978
17.942,18.936,19.071,19.702,23.727,25.196,26.793
17.981,18.806,18.94,19.57,23.597,25.057,26.65
18.054,18.73,18.865,19.497,23.562,25.024,26.637
18.294,18.749,18.887,19.523,23.587,25.062,26.687
18.95,18.866,19.006,19.645,24.539,26.341,28.636
20.026,19.314,19.46,20.112,25.059,26.914,29.305
20.342,20.07,20.255,21.012,25.637,27.597,30.161
19.902,20.518,20.759,21.669,26.195,28.299,31.105
19.431,20.772,21.052,22.072,26.392,28.622,31.543
18.904,20.287,20.607,21.753,26.37,28.729,31.785
18.019,19.717,20.083,21.378,26.165,28.715,31.828
17.131,19.545,20,21.554,26.131,29.251,32.724
16.522,23.321,23.81,25.68,32.499,36.411,40.932
16.193,23.28,23.725,25.469,32.202,35.937,40.148
16.01,23.358,23.792,25.504,32.137,35.859,39.959
16.063,23.585,24,25.664,32.068,35.75,39.638
16.228,23.884,24.28,25.889,32.213,35.826,39.54
16.798,24.607,24.983,26.55,32.729,36.277,39.803
18.045,25.186,25.547,27.09,33.191,36.698,40.108
19.218,25.743,26.069,27.528,33.729,37.225,40.7
19.622,26.294,26.572,27.918,32.452,35.241,37.64
19.831,25.884,26.085,27.222,32.113,34.686,36.913
19.866,25.317,25.588,26.672,31.671,34.113,36.214
19.755,24.928,25.193,26.27,31.118,33.447,35.479
19.515,24.512,24.662,25.695,30.732,32.947,34.948
19.356,23.969,24.114,25.136,30.453,32.572,34.557
19.154,23.626,23.771,24.794,30.332,32.313,34.427
19.078,23.327,23.479,24.502,30.19,32.061,34.311
19.556,24.056,24.325,25.635,32.007,34.781,37.893
20.338,24.709,24.994,26.33,32.954,36.017,39.324
20.807,25.452,25.748,27.165,34.2,37.526,41.157
20.761,26.099,26.399,27.731,34.704,38.172,41.893
20.635,26.725,27.08,28.555,35.307,38.942,42.833
19.971,26.096,26.504,28.107,35.43,39.214,43.306
18.973,25.609,26.035,27.717,35.355,39.299,43.553
17.713,25.539,26.023,27.86,35.433,39.657,44.199
16.934,24.58,25.159,27.191,33.575,38.325,42.615
16.552,24.29,24.787,26.592,33.144,37.183,40.909
16.317,23.971,24.445,26.194,32.794,36.397,40.031
16.267,23.817,24.254,25.913,32.293,35.728,39.206
16.417,23.601,23.995,25.553,31.774,35.08,38.364
17.007,24.18,24.523,26.001,31.557,34.731,37.806
18.383,24.895,25.201,26.631,31.518,34.594,37.53
19.773,25.212,25.497,26.904,31.627,34.643,37.603
19.9,24.952,25.18,26.478,29.875,32.698,34.494
19.502,23.964,24.114,25.213,29.014,30.868,32.682
19.543,23.054,23.17,24.167,28.406,30.039,31.729
19.263,22.149,22.249,23.458,27.745,29.298,30.917
19.043,21.787,21.847,23.168,27.45,28.94,30.504
18.52,21.539,21.486,22.913,27.373,28.818,30.342
18.791,21.31,21.242,22.714,27.389,28.819,30.351
18.964,21.069,21.023,22.443,27.281,28.717,30.261
19.591,21.386,21.403,22.998,28.895,30.973,33.421
20.602,21.551,21.579,23.194,29.257,31.393,33.994
20.634,21.798,21.86,23.524,29.731,32.001,34.85
20.533,21.808,21.88,23.593,29.636,31.96,34.827
20.248,21.837,21.924,23.715,29.722,32.139,35.125
19.614,21.386,21.491,23.348,29.561,32.071,35.212
18.379,21.084,21.211,23.146,29.443,32.063,35.332
17.186,21.074,21.255,23.316,29.498,32.343,35.857
16.381,19.42,19.659,21.684,27.005,29.505,32.765
15.87,19.216,19.423,21.333,26.568,28.894,31.9
15.637,19.111,19.312,21.184,26.323,28.6,31.511
15.541,19.228,19.42,21.236,26.174,28.375,31.113
15.66,19.402,19.585,21.333,26.129,28.249,30.832
16.183,19.628,19.803,21.492,26.079,28.119,30.534
17.472,20.14,20.309,21.959,26.4,28.388,30.694
18.842,20.685,20.82,22.322,26.717,28.679,31.005
19.058,21.222,21.372,22.632,24.943,26.449,27.449
19.112,20.815,20.925,21.948,24.586,25.74,26.784
19.15,20.418,20.498,21.43,24.458,25.53,26.484
19.063,20.277,20.356,21.274,24.372,25.421,26.336
19,20.231,20.309,21.228,24.293,25.336,26.242
18.964,20.24,20.319,21.232,24.33,25.372,26.284
18.886,20.291,20.371,21.287,24.481,25.535,26.482
18.964,20.186,20.271,21.189,24.458,25.531,26.507
19.376,20.451,20.602,21.924,26.599,28.25,30.319
20.157,20.579,20.739,22.087,26.946,28.652,30.842
20.505,20.68,20.842,22.312,27.361,29.195,31.617
20.42,21.206,21.355,22.965,28.217,30.282,33.157
20.071,21.395,21.539,23.462,28.43,30.636,33.692
19.343,20.574,20.749,22.869,28.389,30.742,34.028
18.124,20.06,20.324,22.224,28.06,30.599,34.076
16.969,20.05,20.421,22.461,28.036,30.9,34.715
16.125,21.533,21.999,23.822,30.145,33.603,37.781
15.794,21.698,22.126,23.83,30.117,33.409,37.304
15.651,21.958,22.377,24.05,30.26,33.538,37.338
15.635,22.353,22.756,24.38,30.374,33.665,37.272
15.824,22.476,22.861,24.43,30.298,33.597,37.042
16.53,23.161,23.528,25.058,30.78,34.1,37.376
17.985,24.767,25.097,26.549,31.749,35.083,38.279
19.473,26.247,26.569,28.008,32.971,36.358,39.652
19.467,26.611,26.885,28.215,32.569,35.729,37.829
19.273,25.358,25.55,26.667,31.05,33.383,35.536
19.089,24.672,24.82,25.843,30.882,32.994,35.014
19.016,24.08,24.223,25.243,30.185,32.15,34.102
18.749,23.723,23.864,24.887,29.789,31.679,33.605
18.606,23.4,23.533,24.547,29.524,31.402,33.321
18.443,23.2,23.332,24.343,29.39,31.274,33.222
18.619,22.976,23.113,24.121,29.317,31.218,33.187
19.125,23.604,23.866,25.152,31.171,33.78,36.668
20.129,24.516,24.797,26.111,32.388,35.268,38.34
20.653,25.233,25.547,26.941,33.554,36.718,40.095
20.611,25.48,25.81,27.248,33.845,37.13,40.557
20.358,25.801,26.13,27.572,33.929,37.35,40.925
19.719,24.692,25.06,26.615,33.301,36.817,40.554
18.528,23.567,23.965,25.596,32.358,35.963,39.82
17.422,23.109,23.558,25.331,31.907,35.73,39.836
16.644,21.988,22.359,24.167,29.761,33.118,36.766
16.172,21.512,21.843,23.52,28.92,32.038,35.394
16,21.152,21.471,23.116,28.38,31.342,34.579
15.912,21.074,21.376,22.977,28.005,30.809,33.851
16.017,21,21.284,22.834,27.697,30.336,33.206
16.628,21.301,21.565,23.078,27.705,30.193,32.875
17.914,21.677,21.927,23.418,27.886,30.292,32.853
19.289,22.034,22.278,23.608,28.193,30.556,33.144
19.433,22.226,22.427,23.645,27.083,28.734,30.342
19.237,21.731,21.793,23.016,26.834,28.29,29.711
19.027,21.454,21.444,22.747,26.622,27.961,29.258
18.863,21.228,21.205,22.53,26.341,27.633,28.857
18.639,21.103,21.111,22.347,26.058,27.329,28.513
18.443,21.027,21.055,22.224,25.896,27.153,28.319
18.301,20.983,21.024,22.158,25.857,27.115,28.299
18.329,20.875,20.92,21.994,25.761,27.027,28.23
18.799,20.835,20.981,22.349,27.124,28.998,31.18
19.51,21.027,21.149,22.635,27.64,29.577,31.916
20.037,21.288,21.412,23.034,28.245,30.318,32.908
19.908,21.358,21.494,23.206,28.429,30.609,33.343
19.599,21.448,21.619,23.356,28.531,30.83,33.707
18.903,20.986,21.191,22.949,28.323,30.74,33.795
17.838,20.558,20.804,22.59,28.034,30.589,33.795
16.683,20.513,20.825,22.708,28.035,30.842,34.319
15.722,16.888,17.114,18.43,22.684,24.749,27.32
15.214,16.673,16.883,18.095,22.29,24.237,26.646
15.005,16.561,16.772,17.937,22.063,23.981,26.339
14.858,16.561,16.763,17.89,21.881,23.748,25.989
14.862,16.586,16.773,17.874,21.78,23.586,25.72
15.121,16.87,17.042,18.116,21.903,23.65,25.679
15.716,17.207,17.37,18.421,22.13,23.839,25.807
16.501,17.496,17.655,18.692,22.511,24.209,26.219
17.131,17.683,17.737,18.77,21.692,22.983,24.286
17.726,17.305,17.282,18.39,21.736,22.835,24.036
18.204,17.345,17.334,18.18,21.639,22.666,23.777
18.339,17.292,17.315,18.056,21.374,22.368,23.416
18.16,17.092,17.142,17.808,21.033,22.008,23.021
17.951,16.811,16.866,17.51,20.695,21.658,22.661
17.789,16.693,16.749,17.391,20.591,21.554,22.573
17.801,16.708,16.766,17.412,20.614,21.586,22.614
18.153,17.063,17.194,18.053,21.845,23.191,24.866
18.999,17.333,17.459,18.366,22.214,23.597,25.361
19.328,17.677,17.81,18.79,22.685,24.156,26.075
18.93,17.806,17.952,19.009,23,24.575,26.667
18.483,17.93,18.066,19.19,23.092,24.749,26.941
17.837,17.539,17.704,18.904,23.085,24.826,27.133
