2015 Observed,2030 Baseline,2030 Extended,2030 Net Zero,2050 Baseline,2050 Extended,2050 Net Zero
13.323,11.293,11.384,12.031,13.267,13.872,14.348
14.245,12.954,13.024,13.612,14.043,14.609,15.06
15.001,13.975,14.011,14.505,14.812,15.309,15.687
15.548,15.32,15.341,15.794,15.773,16.24,16.583
15.964,16.262,16.282,16.73,16.167,16.631,16.962
16.308,16.937,16.957,17.406,16.666,17.046,17.204
16.4,17.366,17.386,17.83,17.052,17.431,17.436
16.415,17.532,17.554,17.999,17.242,17.627,17.662
16.495,17.461,17.485,17.934,17.184,17.579,17.669
16.645,17.163,17.189,17.64,17.025,17.429,17.766
16.883,17.081,17.117,17.592,17.034,17.48,17.688
17.053,16.811,16.872,17.42,16.947,17.516,17.935
16.852,15.965,16.051,16.674,16.241,16.925,17.511
16.522,14.275,14.385,15.077,14.714,15.499,16.392
16.414,12.51,12.642,13.42,13.884,14.853,16.125
15.577,11.191,11.351,12.229,13.564,14.6,15.932
14.495,10.434,10.621,11.593,12.997,14.16,15.623
13.544,9.895,10.075,11.009,12.824,13.967,15.524
12.911,9.496,9.656,10.524,12.317,13.36,14.788
12.507,9.128,9.283,10.127,11.883,12.896,14.283
12.157,8.993,9.14,9.959,11.625,12.596,13.896
11.987,9.026,9.164,9.954,11.561,12.487,13.71
11.993,9.348,9.477,10.24,11.766,12.648,13.795
11.919,9.607,9.729,10.473,11.93,12.784,13.885
12.344,11.729,11.82,12.468,13.879,14.501,15.037
13.207,13.577,13.648,14.237,14.799,15.383,15.894
14.005,15.149,15.185,15.68,15.9,16.416,16.856
14.74,17.008,17.03,17.484,16.809,17.253,17.66
15.31,18.24,18.261,18.71,17.86,18.25,18.283
15.742,19.076,19.097,19.547,18.59,18.984,18.998
16.008,19.543,19.564,20.01,19.01,19.402,19.423
16.352,19.634,19.657,20.103,19.131,19.53,19.579
16.804,19.373,19.399,19.849,18.904,19.311,19.574
17.111,18.928,18.956,19.408,18.721,19.22,19.665
17.183,18.704,18.74,19.217,18.494,18.952,19.304
16.738,18.362,18.424,18.972,18.341,18.92,19.371
16.436,17.64,17.727,18.351,17.745,18.44,19.038
16.409,16.83,16.941,17.634,16.996,17.796,18.524
16.427,15.562,15.696,16.476,16.213,17.126,17.997
15.677,14.51,14.672,15.552,15.518,16.564,17.656
14.621,13.79,14.007,15.055,15.032,16.334,17.59
13.781,15.516,15.779,17.146,18.766,20.221,21.919
13.115,15.275,15.509,16.795,18.374,19.691,21.194
12.583,15.029,15.255,16.52,18.05,19.329,20.761
12.217,15.052,15.266,16.5,17.905,19.127,20.433
12.095,14.993,15.194,16.393,17.726,18.887,20.08
12.232,15.328,15.515,16.692,17.911,19.014,20.08
12.501,15.662,15.837,17.005,18.156,19.22,20.202
12.918,16.429,16.551,17.622,18.404,19.451,20.446
13.502,17.02,17.092,18.043,18.829,19.813,20.197
14.282,17.476,17.525,18.41,19.206,20.083,20.352
15.046,18.173,18.203,19.059,19.798,20.628,20.839
15.654,19.332,19.348,20.158,20.3,21.126,21.321
15.975,20.387,20.404,21.22,20.709,21.539,21.735
16.202,21.089,21.107,21.912,21.13,21.81,22.014
16.216,21.403,21.423,22.225,21.495,22.048,22.216
16.472,21.164,21.189,21.984,21.312,21.941,22.187
16.987,20.647,20.676,21.462,21.026,21.826,22.669
17.373,20.187,20.229,21.042,20.841,21.72,22.643
17.31,19.514,19.593,20.504,20.642,21.607,22.689
17.129,18.53,18.646,19.66,20.167,21.216,22.421
16.971,17.016,17.167,18.275,19.248,20.372,21.672
16.997,15.3,15.505,16.73,18.495,19.694,21.117
16.019,14.487,14.712,15.989,17.87,19.159,20.688
14.791,14.016,14.282,15.664,17.507,18.976,20.707
13.782,12.266,12.536,13.906,16.094,17.708,19.528
13.135,11.999,12.24,13.528,15.688,17.163,18.787
12.797,11.837,12.071,13.338,15.447,16.884,18.438
12.598,11.885,12.106,13.343,15.321,16.701,18.129
12.584,11.95,12.158,13.359,15.254,16.573,17.889
12.986,12.24,12.434,13.615,15.407,16.671,17.863
13.651,12.985,13.113,14.283,15.943,17.169,18.277
14.915,15.144,15.266,16.336,17.727,18.547,18.92
15.794,17.255,17.346,18.354,18.648,19.409,19.723
16.385,18.278,18.317,19.168,19.291,19.948,20.149
16.876,18.963,18.982,19.794,19.769,20.378,20.52
17.133,19.451,19.467,20.277,19.979,20.582,20.707
17.285,19.652,19.669,20.485,20.055,20.659,20.782
17.666,19.686,19.703,20.507,20.069,20.671,20.799
17.784,19.609,19.629,20.429,20.051,20.658,20.808
17.752,19.121,19.145,19.938,19.843,20.455,20.624
17.926,18.649,18.681,19.488,19.713,20.331,20.548
18.182,18.2,18.241,19.053,19.034,19.66,20.599
18.003,17.653,17.732,18.641,18.853,19.654,20.748
17.886,16.908,17.024,18.036,18.34,19.348,20.68
17.852,15.546,15.696,16.804,17.495,18.783,20.212
17.78,13.877,14.062,15.252,16.967,18.332,19.884
16.659,12.684,12.916,14.196,16.506,17.961,19.621
15.221,12.271,12.545,13.931,16.199,17.833,19.696
14.149,11.636,11.906,13.285,15.517,17.133,18.923
13.377,11.399,11.641,12.939,15.129,16.606,18.201
12.933,11.148,11.383,12.661,14.819,16.261,17.787
12.534,11.288,11.511,12.758,14.774,16.161,17.563
12.47,11.462,11.671,12.884,14.805,16.132,17.422
12.819,11.984,12.179,13.371,15.152,16.423,17.588
13.531,12.757,12.887,13.962,15.553,16.787,17.87
14.679,14.374,14.496,15.566,17.043,17.862,18.326
15.438,15.853,15.943,16.95,17.716,18.474,18.877
15.85,16.828,16.87,17.744,18.26,18.913,19.204
16.349,17.514,17.532,18.343,18.7,19.305,19.537
16.688,18.222,18.238,19.047,18.983,19.582,19.797
16.754,18.673,18.69,19.505,19.177,19.779,19.993
16.81,19.012,19.029,19.833,19.342,19.943,20.163
16.814,19.158,19.177,19.977,19.481,20.054,20.297
16.931,18.895,18.919,19.712,19.346,19.958,20.22
17.173,18.404,18.433,19.217,19.215,19.834,20.144
17.475,18.024,18.066,18.878,18.876,19.5,20.187
17.492,17.478,17.557,18.466,18.698,19.497,20.343
17.413,16.605,16.721,17.733,18.07,19.038,20.238
17.264,14.999,15.148,16.256,17.128,18.418,19.816
17.144,13.027,13.212,14.424,16.666,18.032,19.552
16.081,12.287,12.52,13.809,16.152,17.609,19.237
14.689,11.758,12.032,13.428,15.745,17.383,19.216
13.586,11.445,11.717,13.1,15.409,17.027,18.812
12.898,11.386,11.628,12.931,15.185,16.666,18.257
12.471,11.305,11.539,12.821,15.01,16.454,17.976
12.289,11.412,11.635,12.886,14.934,16.322,17.719
12.34,11.565,11.774,12.991,14.945,16.274,17.559
12.789,12.064,12.26,13.455,15.27,16.542,17.703
13.522,12.747,12.877,13.952,15.641,16.876,17.953
14.557,14.4,14.521,15.591,17.084,17.915,18.409
15.329,16.108,16.198,17.205,17.808,18.578,19.012
15.799,17.211,17.253,18.127,18.519,19.185,19.507
16.1,18.021,18.04,18.851,19.146,19.765,20.028
16.422,18.801,18.817,19.626,19.643,20.257,20.503
16.561,19.377,19.394,20.209,20.001,20.617,20.863
16.782,19.794,19.81,20.615,20.155,20.771,21.023
16.87,20.026,20.045,20.845,20.257,20.816,21.092
17.087,19.793,19.817,20.611,20.08,20.636,20.887
17.387,19.334,19.363,20.148,19.846,20.47,20.813
17.74,19.016,19.058,19.87,19.762,20.393,21.02
17.682,18.467,18.546,19.456,19.578,20.383,21.225
17.686,17.424,17.54,18.552,18.797,19.77,20.866
17.636,15.539,15.689,16.796,17.523,18.816,20.209
17.572,13.699,13.884,15.073,16.914,18.282,19.798
16.443,12.377,12.61,13.902,16.25,17.708,19.331
15.046,12.023,12.297,13.695,15.989,17.627,19.453
13.933,11.731,12.002,13.371,15.713,17.342,19.318
13.119,11.602,11.844,13.132,15.432,16.923,18.704
12.728,11.264,11.499,12.767,15.037,16.492,18.204
12.507,11.444,11.667,12.904,15.033,16.432,18.02
12.442,11.619,11.829,13.032,15.066,16.405,17.882
12.813,12.113,12.308,13.491,15.384,16.668,18.019
13.516,12.672,12.801,13.958,15.753,17,18.268
14.598,14.708,14.829,15.899,17.726,18.688,19.08
15.474,16.975,17.065,18.073,18.847,19.616,19.95
15.973,18.24,18.282,19.156,19.538,20.203,20.425
16.376,18.996,19.014,19.826,19.983,20.6,20.764
16.882,19.751,19.767,20.577,20.25,20.863,21.009
17.126,20.309,20.326,21.142,20.487,21.102,21.248
17.256,20.674,20.691,21.496,20.757,21.296,21.428
17.358,20.858,20.878,21.679,21.005,21.553,21.579
17.412,20.544,20.568,21.362,20.753,21.313,21.479
17.647,20.024,20.053,20.838,20.515,21.146,21.389
17.765,19.67,19.712,20.525,20.347,20.982,21.239
17.736,19.158,19.238,20.147,20.195,21.005,21.482
17.667,17.964,18.08,19.092,19.275,20.251,21.155
17.393,16.386,16.536,17.644,17.915,19.064,20.652
17.197,14.707,14.892,16.081,17.372,18.757,20.469
16.185,13.157,13.385,14.676,16.907,18.382,20.201
14.764,12.502,12.775,14.162,16.489,18.143,20.164
13.621,9.467,9.651,10.589,12.184,13.329,14.743
12.837,9.231,9.395,10.266,11.829,12.875,14.16
12.428,9.021,9.18,10.027,11.547,12.563,13.807
12.147,8.984,9.135,9.956,11.382,12.356,13.514
12.077,8.998,9.14,9.934,11.298,12.227,13.308
12.099,9.197,9.329,10.095,11.376,12.262,13.267
12.348,9.478,9.604,10.351,11.568,12.425,13.385
12.938,10.843,10.934,11.581,12.837,13.438,13.912
13.749,12.311,12.382,12.97,13.558,14.119,14.567
14.387,13.069,13.104,13.597,14.121,14.613,14.987
14.746,14.276,14.297,14.75,14.725,15.187,15.525
14.954,15.084,15.104,15.551,15.091,15.549,15.874
15.011,15.714,15.734,16.181,15.575,15.947,16.208
14.988,16.176,16.195,16.639,15.989,16.36,16.487
14.934,16.445,16.466,16.911,16.271,16.648,16.715
15.057,16.543,16.568,17.016,16.364,16.752,16.796
15.347,16.441,16.468,16.918,16.38,16.779,16.878
15.553,16.499,16.535,17.009,16.511,16.953,17.157
15.591,16.31,16.371,16.918,16.494,17.058,17.475
15.449,15.215,15.302,15.923,15.568,16.247,16.829
15.39,13.499,13.608,14.3,14.022,14.801,15.748
15.453,12.015,12.147,12.924,13.163,14.13,15.392
14.791,10.702,10.862,11.74,12.763,13.796,15.118
13.829,9.821,10.008,11.029,12.518,13.678,15.132
12.92,9.21,9.391,10.325,12.067,13.221,14.675
12.294,8.985,9.145,10.013,11.726,12.78,14.106
11.939,8.771,8.927,9.77,11.445,12.47,13.754
11.64,8.594,8.742,9.561,11.171,12.155,13.355
11.429,8.564,8.703,9.494,11.042,11.983,13.106
11.434,8.732,8.861,9.625,11.085,11.983,13.03
11.375,8.93,9.052,9.797,11.199,12.067,13.069
11.722,10.91,11.001,11.648,13.39,14.016,14.636
12.475,13.278,13.349,13.937,14.462,15.052,15.648
13.194,14.57,14.606,15.101,15.283,15.804,16.329
13.764,15.986,16.008,16.462,15.941,16.434,16.924
14.294,17.058,17.078,17.527,16.801,17.183,17.383
14.704,17.91,17.931,18.38,17.546,17.932,17.939
14.979,18.509,18.53,18.975,18.085,18.47,18.484
15.169,18.831,18.853,19.299,18.415,18.808,18.851
15.471,18.971,18.996,19.446,18.545,18.95,19.009
15.953,18.846,18.874,19.326,18.54,18.955,19.07
16.629,18.727,18.763,19.239,18.51,18.967,19.186
16.93,18.259,18.321,18.869,18.241,18.818,19.247
16.876,16.771,16.858,17.481,16.961,17.65,18.242
16.742,14.532,14.642,15.334,14.941,15.727,16.44
16.798,12.823,12.956,13.733,13.77,14.665,15.813
15.636,11.454,11.615,12.492,13.181,14.226,15.591
14.42,10.66,10.875,11.921,12.905,14.077,15.574
13.462,12.98,13.243,14.611,16.737,18.293,20.099
12.801,12.704,12.938,14.225,16.312,17.73,19.341
12.496,12.484,12.711,13.977,16.012,17.392,18.932
12.264,12.527,12.741,13.976,15.881,17.204,18.618
12.282,12.625,12.826,14.026,15.846,17.108,18.41
12.79,13.084,13.271,14.449,16.138,17.344,18.52
13.545,13.65,13.827,14.995,16.582,17.751,18.845
14.74,16.3,16.421,17.492,18.792,19.619,19.999
15.643,18.445,18.521,19.473,19.682,20.451,20.772
16.285,19.596,19.636,20.509,20.507,21.173,21.384
16.779,20.782,20.802,21.614,21.094,21.713,21.865
17.184,21.393,21.41,22.221,21.426,22.039,22.174
17.512,21.598,21.616,22.432,21.561,22.176,22.309
17.778,21.484,21.501,22.307,21.603,22.216,22.354
17.872,21.17,21.189,21.991,21.624,22.239,22.399
17.858,20.48,20.505,21.299,21.44,22.06,22.238
18.049,20.073,20.119,20.962,21.248,21.875,22.1
18.102,19.194,19.236,20.048,19.918,20.826,21.864
17.86,18.571,18.65,19.559,19.665,20.704,21.9
17.711,17.756,17.872,18.884,19.158,20.315,21.636
17.8,16.89,17.04,18.148,18.605,19.84,21.257
17.615,15.461,15.647,16.836,18.182,19.493,21.034
16.483,14.103,14.331,15.623,17.747,19.149,20.797
15.155,13.675,13.942,15.327,17.443,19.024,20.875
14.069,13.499,13.763,15.133,17.157,18.774,20.527
13.398,13.357,13.592,14.881,16.858,18.338,19.896
13.008,13.189,13.416,14.684,16.605,18.047,19.535
12.792,13.195,13.41,14.647,16.439,17.824,19.186
12.742,13.208,13.409,14.611,16.324,17.648,18.898
13.137,13.572,13.759,14.939,16.527,17.794,18.918
14.004,14.036,14.213,15.384,16.88,18.109,19.15
15.257,15.766,15.887,16.958,18.273,19.123,19.665
16.241,16.952,17.042,18.044,18.747,19.535,20.016
16.799,17.478,17.52,18.4,19.097,19.779,20.146
17.191,18.46,18.479,19.29,19.7,20.335,20.643
17.42,19.702,19.718,20.528,20.276,20.908,21.2
17.609,20.522,20.539,21.355,20.646,21.281,21.575
17.882,20.986,21.003,21.808,21.036,21.577,21.8
17.93,21.17,21.19,21.991,21.284,21.834,21.954
17.968,20.799,20.824,21.618,20.98,21.543,21.827
18.302,20.153,20.182,20.967,20.627,21.278,21.668
18.567,19.62,19.662,20.475,20.3,20.934,21.619
18.406,18.9,18.98,19.889,19.961,20.768,21.67
18.179,17.808,17.924,18.937,19.134,20.165,21.43
18.003,16.421,16.571,17.68,18.346,19.638,20.999
17.834,14.647,14.833,16.022,17.733,19.101,20.585
16.645,13.454,13.68,14.96,17.133,18.591,20.182
15.177,13.164,13.431,14.817,16.947,18.584,20.378
14.131,11.958,12.227,13.593,15.745,17.36,19.131
13.342,11.88,12.12,13.404,15.518,16.995,18.57
12.921,11.762,11.994,13.258,15.316,16.755,18.261
12.642,11.717,11.937,13.17,15.1,16.482,17.862
12.557,11.772,11.979,13.177,15.021,16.343,17.61
12.898,12.039,12.231,13.409,15.149,16.415,17.559
13.709,12.611,12.75,13.918,15.559,16.789,17.85
14.886,14.426,14.548,15.618,17.068,17.898,18.368
15.632,15.43,15.52,16.527,17.303,18.071,18.478
16.014,16.115,16.156,17.029,17.764,18.427,18.72
16.265,17.049,17.067,17.878,18.395,19.01,19.245
16.402,18.053,18.069,18.877,18.804,19.415,19.634
16.369,18.739,18.756,19.57,19.087,19.701,19.92
16.574,19.172,19.189,19.993,19.41,19.939,20.128
16.641,19.294,19.313,20.113,19.603,20.141,20.287
16.761,18.862,18.886,19.679,19.309,19.933,20.2
17.035,18.328,18.356,19.14,19.214,19.844,20.159
17.298,17.93,17.971,18.783,18.789,19.412,20.267
17.262,17.386,17.465,18.374,18.612,19.41,20.386
17.184,16.396,16.512,17.524,17.88,18.847,20.021
17.13,14.517,14.666,15.773,16.845,18.132,19.508
17.046,12.954,13.138,14.358,16.559,17.922,19.422
15.932,12.207,12.439,13.714,16.013,17.468,19.075
14.588,11.75,12.022,13.405,15.67,17.307,19.119
13.51,11.796,12.062,13.428,16.048,17.685,19.731
12.837,11.752,11.989,13.274,15.842,17.342,19.193
12.391,11.459,11.688,12.952,15.456,16.919,18.7
12.162,11.347,11.564,12.797,15.164,16.571,18.228
12.167,11.431,11.635,12.833,15.107,16.454,17.999
12.543,11.902,12.092,13.269,15.402,16.692,18.112
13.294,12.676,12.805,13.88,15.8,17.053,18.39
14.446,14.626,14.747,15.817,17.654,18.707,19.268
15.331,16.809,16.9,17.907,18.894,19.656,20.042
15.732,18.432,18.474,19.348,19.724,20.384,20.659
16.136,19.423,19.442,20.254,20.308,20.92,21.137
16.49,20.319,20.335,21.145,20.721,21.329,21.53
16.671,21.02,21.037,21.854,21.065,21.677,21.877
16.94,21.633,21.651,22.456,21.62,22.164,22.225
17.229,22.016,22.036,22.838,22.048,22.604,22.532
17.539,21.952,21.977,22.772,22.021,22.591,22.617
17.955,21.648,21.678,22.464,21.924,22.508,22.666
18.299,21.388,21.431,22.245,21.891,22.535,22.708
18.448,20.822,20.902,21.813,21.687,22.506,22.994
18.522,19.672,19.788,20.802,20.803,21.79,22.523
18.725,18.229,18.38,19.489,19.556,20.694,21.924
18.606,16.699,16.885,18.076,18.629,20.026,21.813
17.424,15.201,15.43,16.723,18.179,19.667,21.561
16.005,14.357,14.666,16.171,17.808,19.475,21.572
14.826,14.454,14.725,16.104,18.119,19.749,21.6
13.961,14.098,14.34,15.638,17.616,19.107,20.762
13.536,13.861,14.096,15.373,17.299,18.752,20.336
13.279,13.882,14.104,15.35,17.145,18.541,19.999
13.195,13.967,14.176,15.387,17.093,18.428,19.775
13.629,14.447,14.642,15.832,17.398,18.677,19.898
14.559,15.159,15.288,16.389,17.85,19.092,20.231
15.781,17.147,17.269,18.341,19.597,20.43,20.837
16.698,18.641,18.732,19.741,20.19,20.963,21.309
17.17,19.433,19.476,20.351,20.659,21.326,21.56
17.624,20.526,20.546,21.359,21.293,21.914,22.09
18.116,21.448,21.465,22.276,21.721,22.338,22.497
18.372,21.895,21.912,22.729,21.914,22.534,22.692
18.484,22.055,22.073,22.879,22.005,22.609,22.773
18.464,21.922,21.943,22.744,21.97,22.584,22.77
18.548,21.428,21.453,22.248,21.739,22.366,22.57
18.799,20.832,20.861,21.647,21.554,22.187,22.44
19.036,20.433,20.475,21.289,21.038,21.677,22.467
19.047,19.897,19.977,20.887,20.862,21.676,22.622
19.061,19.07,19.187,20.2,20.268,21.251,22.534
19.179,18.255,18.406,19.517,19.599,20.907,22.371
18.937,16.884,17.071,18.263,19.268,20.653,22.241
17.812,15.577,15.806,17.101,19.15,20.626,22.322
16.351,15.431,15.706,17.103,19.112,20.769,22.668
15.032,12.239,12.425,13.375,14.598,15.762,17.178
14.105,11.876,12.042,12.926,14.121,15.185,16.472
13.502,11.491,11.651,12.511,13.671,14.704,15.95
13.161,11.288,11.44,12.275,13.349,14.34,15.498
12.997,11.15,11.293,12.099,13.122,14.068,15.147
12.999,11.211,11.345,12.124,13.07,13.972,14.975
13.28,11.422,11.549,12.309,13.198,14.071,15.028
13.865,13.274,13.366,14.015,15.073,15.68,16.088
14.915,14.613,14.684,15.274,15.662,16.229,16.611
15.981,15.685,15.722,16.217,16.354,16.852,17.162
16.811,17.338,17.361,17.815,17.403,17.872,18.148
17.468,18.59,18.611,19.061,18.285,18.752,19.016
17.941,19.491,19.513,19.963,18.982,19.378,19.587
18.312,19.996,20.017,20.463,19.436,19.832,19.994
18.53,20.273,20.296,20.744,19.724,20.127,20.308
18.826,20.348,20.374,20.825,19.795,20.208,20.494
19.243,20.159,20.188,20.641,19.748,20.231,20.548
19.605,20.001,20.038,20.515,19.664,20.129,20.359
19.694,19.72,19.782,20.332,19.558,20.146,20.587
19.347,18.609,18.697,19.322,18.615,19.317,19.925
19.036,17.147,17.259,17.954,17.291,18.103,19.301
18.835,15.627,15.761,16.542,16.658,17.646,18.915
17.732,14.245,14.408,15.289,16.109,17.164,18.493
16.422,13.588,13.777,14.73,15.891,17.073,18.534
15.252,12.563,12.75,13.702,15.235,16.398,18.017
14.425,12.22,12.387,13.272,14.788,15.85,17.338
13.69,11.899,12.061,12.922,14.411,15.442,16.888
13.286,11.643,11.796,12.631,14.044,15.032,16.39
13.058,11.165,11.309,12.116,13.483,14.424,15.705
13.033,10.798,10.932,11.712,13.004,13.902,15.105
12.969,11.042,11.136,11.8,13.025,13.894,15.051
13.339,13.976,14.068,14.718,15.944,16.593,17.175
14.309,16.171,16.243,16.834,16.988,17.601,18.159
15.624,18.241,18.278,18.776,18.592,19.138,19.628
16.733,19.891,19.915,20.372,19.702,20.22,20.675
17.666,20.815,20.837,21.288,20.188,20.596,21.036
18.372,21.45,21.472,21.924,20.737,21.147,21.23
18.827,21.802,21.825,22.273,21.054,21.462,21.501
19.076,21.824,21.848,22.296,21.112,21.526,21.593
19.422,21.671,21.697,22.149,20.978,21.401,21.481
19.898,21.294,21.323,21.777,20.747,21.179,21.313
20.408,21.003,21.04,21.518,20.562,21.035,21.273
20.596,20.336,20.4,20.95,20.114,20.707,21.154
20.317,19.023,19.111,19.737,18.992,19.698,20.311
20.243,17.274,17.386,18.082,17.409,18.216,18.955
20.01,15.767,15.902,16.684,16.414,17.332,18.213
18.759,14.415,14.578,15.46,15.45,16.501,17.512
17.283,13.595,13.813,14.865,14.877,16.183,17.448
16.095,15.889,16.156,17.524,19.429,21.084,23.116
15.296,15.634,15.871,17.157,19.024,20.539,22.375
14.673,15.464,15.693,16.959,18.77,20.248,22.012
14.339,15.488,15.705,16.939,18.62,20.04,21.678
14.222,15.569,15.773,16.972,18.566,19.925,21.45
14.656,15.967,16.156,17.334,18.798,20.099,21.498
15.538,16.459,16.638,17.806,19.178,20.442,21.757
16.843,18.767,18.891,19.966,21.327,22.411,23.181
18.186,21.11,21.203,22.215,22.834,23.642,24.054
19.335,22.918,22.963,23.842,23.813,24.519,24.821
20.234,24.145,24.167,24.983,24.558,25.217,25.462
20.996,25.107,25.126,25.941,24.962,25.617,25.845
21.441,25.75,25.77,26.59,25.298,25.893,26.122
21.655,26.215,26.235,27.045,25.741,26.318,26.344
21.891,26.419,26.442,27.247,26.005,26.592,26.499
21.998,26.095,26.122,26.92,25.743,26.342,26.374
22.229,25.485,25.516,26.306,25.374,25.986,26.223
22.396,24.942,24.987,25.804,25.09,25.762,25.965
22.255,24.046,24.128,25.043,24.596,25.441,25.96
22.002,22.45,22.569,23.587,23.314,24.324,25.206
22.103,20.647,20.799,21.912,21.731,22.969,24.61
21.719,18.952,19.14,20.334,21.129,22.538,24.304
20.421,17.363,17.593,18.889,20.522,22.021,23.893
18.725,16.615,16.884,18.316,20.16,21.839,23.914
17.359,16.262,16.535,17.909,19.524,21.103,22.941
16.323,16.038,16.281,17.574,19.147,20.588,22.23
15.628,15.836,16.071,17.343,18.864,20.266,21.837
15.24,15.875,16.099,17.339,18.732,20.077,21.522
14.968,16.001,16.211,17.417,18.727,20.011,21.343
15.251,16.367,16.563,17.747,18.927,20.154,21.359
16.298,16.904,17.034,18.176,19.258,20.448,21.571
17.524,19.095,19.218,20.292,21.073,21.918,22.319
18.532,20.629,20.722,21.726,21.716,22.5,22.841
19.204,21.33,21.37,22.227,22.202,22.881,23.109
19.722,22.227,22.248,23.062,22.788,23.42,23.589
20.18,22.932,22.95,23.762,23.14,23.767,23.918
20.335,23.35,23.368,24.187,23.297,23.926,24.077
20.252,23.557,23.575,24.383,23.38,24.007,24.164
20.016,23.547,23.568,24.371,23.44,24.071,24.25
20.178,23.029,23.055,23.851,23.381,24.018,24.216
20.539,22.438,22.472,23.285,23.332,23.975,24.22
20.815,21.815,21.858,22.672,22.278,23.241,24.306
20.712,21.189,21.27,22.182,22.024,23.082,24.305
20.502,20.248,20.366,21.381,21.592,22.768,24.115
20.515,19.143,19.295,20.407,21.157,22.41,23.855
20.195,17.632,17.819,19.044,20.691,22.02,23.589
18.812,16.875,17.11,18.395,20.146,21.566,23.243
17.293,16.572,16.848,18.239,19.939,21.539,23.419
15.983,15.387,15.647,17.003,19.051,20.694,22.63
15.06,15.134,15.365,16.64,18.645,20.149,21.889
14.476,15.1,15.323,16.577,18.527,19.993,21.662
14.156,15.33,15.541,16.763,18.582,19.99,21.533
14.111,15.514,15.711,16.899,18.63,19.978,21.408
14.542,15.972,16.155,17.321,18.918,20.208,21.512
15.583,16.587,16.76,17.916,19.405,20.659,21.881
16.845,18.772,18.895,19.969,21.331,22.362,22.845
17.859,20.712,20.805,21.816,22.15,22.95,23.374
18.684,22.009,22.054,22.931,22.934,23.63,23.942
19.357,23.045,23.066,23.881,23.657,24.306,24.561
20.131,23.833,23.852,24.665,24.01,24.655,24.892
20.661,24.405,24.424,25.243,24.191,24.838,25.075
20.908,24.793,24.812,25.62,24.468,25.035,25.175
21.142,24.97,24.991,25.796,24.709,25.286,25.307
21.172,24.694,24.721,25.518,24.491,25.08,25.199
21.388,24.241,24.272,25.06,24.26,24.863,25.19
21.619,23.845,23.889,24.705,24.107,24.771,25.274
21.439,23.17,23.251,24.165,23.809,24.648,25.357
21.14,21.978,22.096,23.113,22.889,23.894,24.982
21.359,20.377,20.529,21.64,21.501,22.822,24.367
21.084,18.824,19.011,20.203,20.905,22.301,23.97
19.737,17.345,17.575,18.869,20.213,21.7,23.476
18.144,16.688,16.998,18.505,19.867,21.534,23.513
16.672,16.529,16.798,18.176,19.503,20.963,22.68
15.771,16.415,16.655,17.952,19.225,20.547,22.069
15.203,16.309,16.541,17.818,19.029,20.314,21.765
14.903,16.356,16.576,17.821,18.9,20.128,21.454
14.8,16.387,16.594,17.805,18.803,19.97,21.183
15.289,16.754,16.946,18.136,19.007,20.117,21.204
16.286,17.458,17.587,18.663,19.297,20.37,21.374
17.511,18.682,18.762,19.726,19.665,20.722,21.74
18.442,19.095,19.159,20.091,20.061,20.969,21.333
19.005,19.331,19.372,20.239,20.239,21.039,21.287
19.222,19.731,19.761,20.597,20.577,21.327,21.515
19.335,20.16,20.189,21.024,20.949,21.694,21.863
19.298,20.503,20.532,21.37,21.265,22.012,22.18
19.308,20.643,20.672,21.505,21.41,22.155,22.329
19.38,20.612,20.643,21.473,21.422,22.171,22.368
19.552,20.336,20.369,21.195,21.181,21.936,22.151
19.791,19.927,19.962,20.784,20.89,21.737,22.591
19.796,19.154,19.195,20.008,20.634,21.511,22.447
19.444,18.535,18.614,19.524,20.305,21.269,22.362
19.054,17.784,17.901,18.913,19.817,20.865,22.084
18.919,16.89,17.041,18.149,19.373,20.498,21.813
18.492,15.85,16.059,17.296,18.802,20.004,21.442
17.233,15.078,15.309,16.597,18.22,19.512,21.057
15.683,14.733,15.004,16.398,17.983,19.453,21.2
14.438,12.466,12.729,14.099,16.262,17.876,19.477
13.625,12.341,12.575,13.863,15.995,17.471,18.876
13.147,12.026,12.253,13.52,15.604,17.041,18.375
12.85,12.045,12.26,13.496,15.45,16.831,18.04
12.808,12.088,12.29,13.491,15.363,16.682,17.779
13.193,12.51,12.697,13.878,15.617,16.879,17.851
14.102,12.803,12.98,14.152,15.824,17.052,17.942
15.029,14.632,14.753,15.823,17.018,17.834,18.514
15.855,15.997,16.087,17.095,17.48,18.235,18.854
16.273,16.691,16.727,17.584,17.913,18.563,19.068
16.552,17.594,17.618,18.446,18.718,19.32,19.767
16.737,18.204,18.22,19.029,19.051,19.647,20.076
16.777,18.621,18.637,19.452,19.269,19.867,20.295
16.87,18.979,18.996,19.799,19.471,20.069,20.503
16.815,19.066,19.085,19.885,19.568,20.17,20.627
16.758,18.888,18.912,19.705,19.524,20.133,20.609
16.918,18.554,18.582,19.366,19.478,20.093,20.618
17.19,18.343,18.384,19.196,19.148,19.814,20.645
17.157,17.881,17.96,18.869,19.043,19.844,20.63
17.116,16.908,17.024,18.036,18.329,19.299,20.372
17.249,15.688,15.837,16.945,17.692,18.98,20.189
17.058,14.165,14.35,15.539,17.208,18.573,19.905
15.933,12.767,12.994,14.274,16.548,18.003,19.442
14.686,12.317,12.584,13.97,16.199,17.833,19.475
13.626,8.967,9.15,10.175,11.46,12.588,13.936
