ic-1,ic-2,ic-3,ic-4,ic-5
45.3,9.1,23.5,6,23.4
6.9,24.3,14.4,23.6,44.9
35,9,23.3,25,17
7.7,11.5,16,26.2,10
3.6,1.5,30,23.8,2.8
3.5,7,25,40.5,27
1.5,40,23.1,4,27
0.1,12.5,0,29.1,30.8
3.8,1.9,11.3,2.4,28.3
10,12,15,19,25.7
1.8,17,7.7,4.6,12
4.5,6,24.7,25.1,46.8
11.5,54.1,18,242,55
25,2.7,18.5,29.9,40.7
6.8,7.4,14,19.6,41.4
3.8,3.3,15.8,14.3,27
1.5,28.3,7.2,20,2.9
62,22.9,7.7,15,27.5
0.6,4,16.3,14.6,35.2
27,5,20,27.7,15.1
1,21,10.7,25.9,38
5,90,11,1,48
24,4.9,13.5,34,18
11.8,7.7,1.2,17,37.3
14.3,2.6,8.6,43,15.4
26.9,6.4,6.2,45,4.6
0.5,20,23.2,11.5,35.2
4.4,15,15.6,15,34
24.4,4.1,5,24,11
46.3,5,9,31.1,23
20,6.4,19.5,7.3,15
7,35.2,16,29,13.6
7.2,1,41,39,2.6
1.2,21.6,20,24,32
10.7,12,2,12.2,24
0.7,15,10,19.1,11.8
17.7,46.1,8.6,29.9,12
7,6.8,6.1,12,29
11.8,29.5,50,24.5,19
54,14.6,42,78,21.9
4.3,25,7,11.5,8.6
0.8,16.5,20.9,22.6,24
1.5,40.2,9.5,12.5,23
5.8,55.3,41,16.5,22.5
10,5,24.4,50,53.8
6.8,11.7,42.5,15,34.4
10,36.9,15,19,14.8
8,21.1,14,7.7,6.2
0.1,19,9.8,40.1,52
4.5,14.2,20.1,5,25
24.2,47.5,21,24.9,27
15,9,4.7,7,26
0.8,6,13.2,43,18.1
0,32,10,30.2,17
23.8,14.6,17.5,11,16.4
4.5,4.3,16.4,50.6,33.6
10,12,31.5,14.9,10
12,11.3,2.9,10.5,12.5
5,17.5,4.5,25.3,36.2
30,18.2,13,9,8.8
0.8,12.7,10.7,6,28
10.3,42,11.9,62,21.4
1,17,42.2,25.1,17.4
44.2,45.7,37,28,38
7.6,19,31,24,2.4
4.1,0.3,8.8,6,18.5
19,5,36.5,25.1,27
1.5,15.8,14.6,4.8,30
6,15.1,12,32.5,15.1
10,2.9,14.1,23.4,46
5,0.4,16.5,23.5,12.5
25.6,21,17.4,43.5,23.3
50,8,17.6,21,35
1,15.3,13,20.5,4.2
1.5,32.1,55.5,19.6,30.3
4,15,11.6,13,27.3
10,13.5,40,30,29.1
10,5.2,24,22,48.2
46.2,4.5,60.1,12.5,2.5
20,29.3,7.5,10,17.3
8,10,4.5,19.2,4
9,4.5,2,27,34.5
5.4,7.8,14,29.5,15.5
8.5,7.5,18.2,4.5,19.9
1.5,1,16,7.9,38
13.3,12.5,28.5,13.4,57.6
3,1,18.2,20,22.3
6,5.3,7.2,1.5,34.1
17,25,22.2,25,22.8
10.9,0.6,11,82,30.4
24.8,5,7.2,33,33
15,23,44,10.3,18.3
27,0.5,24,28,10.9
3,5,27,54.8,47.6
11.7,25.1,33,41,15
3,6,5,40,15.8
12,14.2,17,51,25.4
15,15,11.4,27.2,37.5
4,19.6,1.4,11.6,18
1.2,2.5,18.5,14,12
0.5,22,16.5,13.8,14.4
0.2,21,32,11,14
6.5,18.9,42,50.8,55.6
28.8,8.5,9.7,0.3,21.9
24,12,3.5,15.7,13.5
21.6,22.8,21.6,50.1,14.4
3.6,5,26.7,20.1,7.9
14.5,10.9,15.5,16.2,68.8
18,103,5,70,30.3
12,8,6.4,19,22.3
20,15,8.7,25.2,26
29,3,15,6,14
9.3,10.5,2,10,32.4
8,11,8,178,56
42.4,11.7,13.1,14,17.3
3.5,8.7,75,7.8,18
35,2,14,18.1,51.2
39.1,17,16,36.7,24
13.3,33.9,47.2,38.6,17
11,42,24.9,3,20
5,22,19,14,9
10,10,23.6,65,12.3
47.7,28,7.2,25.4,4.5
6.1,7.2,23.1,12.5,8.3
7,7,26,30.6,9.2
10,47.3,7.1,60.1,16
6,6.3,26,24.1,22
14.9,5,0.6,15,5.5
0.5,5,51.8,27.8,68.9
15.9,4,16,35,0.1
0.2,14.3,18.8,15.5,2.5
8,6,5.8,49.7,23.1
6,1.4,22.1,40,18.4
8,10.7,9,20.3,31.4
39.1,5.6,19,3.5,37.8
4.8,12.3,21,4.5,45
12,12.5,31.2,70.5,28.3
3.2,14,37,20.4,4.1
20,9,8.7,3.1,16
4,11.1,33,6,6.2
14.3,3,23.5,43.3,7
8,20.4,11.6,51.3,56.5
3.7,4.4,27.8,8,10.6
0.6,3,26.6,62.7,44.5
8.5,9.7,7.6,10.8,12.3
14.5,8,27,8.2,42.1
22.5,9.5,7.9,8.1,22
8.5,15,28,44.3,46
8,8,30,33,17.7
214.6,2.8,10.5,24,16.2
34.8,28.1,37.9,9.2,21.4
1,23.5,27,21.4,2
17,12.7,35.8,10.3,34.7
6,16,13,7.9,12
56,7.2,15,32.5,54.4
5.1,3.2,54.6,53.7,80
16.5,40,37.5,13,10
4,8,7,30,18.8
15,3,42.3,10.3,23.7
2.4,19.1,16.3,6.5,48.2
8.6,19.5,32,12.1,5.5
47.7,5.6,9.7,33.2,19.8
59.1,13.1,5,31,7.2
0.5,9.5,0.5,50,6
12,39.8,30,54.4,29.6
0.6,10.4,9.3,23.5,10
10.2,12,9.5,25.3,18
5.9,14.9,15.1,22,17.5
11,6.5,38,12,10.2
24.8,12.5,25,19.5,3.8
6.3,13,5,23.9,54
20,11,35,108.2,26
11,8.3,11.9,6.5,5.5
3.1,22.3,19,42.5,7
8,15.5,5,19.2,10.9
4,32.4,5.5,12,26.4
10,3.3,32,41.2,3
4.5,35.6,12,16.1,20.6
2.7,27.4,27.7,9,19
12,10.9,32.1,16.7,0.6
4,8,7.3,46,18
6.3,11.5,10,13.3,23
7,25,27,24,27
13,23,4,10,17.3
13,13.4,35,12.6,3.8
3,14,5,18.5,25.1
10,8,17.4,16.5,54
5,25,1.2,38.4,3.6
2.5,14,7.6,11.1,19
4,24,7,4,56
61.7,7.4,12,14.4,13.3
8.2,10,24.9,29.4,16
2,8,10,31,12
1.6,5,9,16,20.7
38.3,18,3.8,36,14.8
50,1.5,8,22.6,18
9,33.6,12,12,20
1,1.2,11.3,27,10.2
12,22.8,7.4,6,30.1
36.2,11.8,36.2,22,12
3.3,17,14.2,21.1,4.7
2,5,23,47,22.4
1.5,6,18,22.1,23
1.7,17.5,3.2,23,12.2
8,12.6,23.5,40.9,9.9
2.1,9.9,7.6,11.9,5
17.3,15.5,25.3,22.8,22.4
5,4.8,13,76,29.7
1,33.7,23,14.7,25
0.3,18.1,34,23.9,14
12,20,61.1,13,35
3.5,20.5,18,28,10
15,4,33.3,12.5,4
12,6,11,14.2,28.5
4.7,30,19.5,41.8,27
38.6,6.3,17.9,27.9,30.3
59,27,12,38,83
24.7,32.7,27.5,68.5,19.7
6,21.9,15.2,25,27.3
7,8,12,22,42.5
0.4,59,3.5,6,10
28.1,23.7,30,50.2,45.5
6.7,19,30.9,36.7,6.5
3,2,25.2,10.5,42
5.9,44.3,27,17,32
16.1,12.5,15.5,7.1,22
18.8,25,23.4,16,13
6,14,19.8,22.4,18.3
5,21.1,20.9,74.3,20.1
15,8,15,15,4.5
10.9,30.3,20,16,3.2
4.5,14,22,23.3,30
3,15,47.7,11.1,54
28.5,17,39.4,10,17.2
5.8,20.3,21.1,65.4,13
8.7,7,30,24.8,6
23.3,4.5,19.1,30,48.3
3.3,5.2,50,43.9,32.9
17.8,61.4,47,2,32.4
10.2,6.7,12.5,26,32.1
3.7,11,25.3,56.7,30.8
1.5,0.4,13.7,30.6,55
2.4,1,60.2,12,53.6
10.6,15,15,23.5,31
6.5,9,7,26,31.8
5.6,9,22,12,69.5
6.4,41,21,56.1,8.6
6.1,20,15.8,38,18.3
2.5,77,5,26,8
12.5,24,20.9,8.8,47.2
19.5,23.4,12,23.8,13
36,1.5,10,10.8,39
17.3,7,8,3.5,57
4,18,8.6,23.5,34
1.7,9,13.5,58.6,7.5
30.5,5,41.6,23,16.9
5,30,13.1,5,1.6
20.6,9.8,34,15,0.6
8.8,17.7,11,25.3,21.5
1,23.4,14,39.4,16.8
14.7,35,17.7,18.1,38.5
9.4,9,13,10.5,20
2,22.1,28.4,2.2,40.4
6.8,21.2,5.5,13,9.5
4.1,6,10,40.1,36.3
20,7,22.8,12,69.9
3.1,2.5,15,44.5,80.8
8.3,48,6.3,51,19.7
4.9,6,10,30.8,17.3
9.6,21,11,13.3,19
5,12.1,15.3,32,2.1
9,4.7,11.6,31.4,3
4,60,19.2,31.2,14
5.1,7.8,10.5,31.3,2.5
3,28,14,10.5,30
120,24,25.4,7.3,0.6
14.5,28.7,9,45.9,55
7.4,3,5.8,5,51.4
1.5,23,16,75.1,19.6
6,1.2,8,10,21.9
8,7.8,10,6,34
20.5,2.8,8,20.6,25.4
4.8,7,10,18,22.6
11.4,1.5,9.9,10.6,25
13,24,12,5.7,15.5
15,17.5,3,11,50.2
15,10,7.1,14,13.5
6,35.8,5,24.3,1.7
7,12,14.4,27,18.9
2.1,9.5,28.6,7.5,25.1
4.1,18,33.8,72.9,88
0.3,2.7,2,30.5,19.6
0.8,23,3,30.9,42
7.2,4.5,17.5,41,17
2.5,10.4,16,12,14.3
26,46.3,32.5,13.7,37.5
14.2,3,45.3,25,9
2.8,9,3.9,48,1.7
4.4,17,20.1,51.9,22
6.2,17.5,32,134.4,1.5
1,8.9,26,10.8,17.5
17,13.6,27,13.7,18.8
0.4,5,13.9,30,30
3,14.7,39.5,27.7,12
4,6.3,35,22,20
5,23.5,12,19.6,21
5,6.5,24.1,10,22
27.5,29.5,18.3,3.3,15.5
4.3,10,13.6,2.3,28
1.2,20,12.5,16.6,101.8
7,2,16.3,32,11
6.8,1.3,11.9,24.5,42
4,6,3.6,21.5,2.3
8.5,29.3,1,10.8,14.6
1.9,13,39,1,16
4.9,5,48,24,47.5
11.5,21.6,15.2,15.7,15
0.8,40.8,12,20.8,36
10.2,2.4,16.4,9.5,21.3
15,0.3,15,7.3,27.4
7.5,16,73.2,22.7,34.2
0.5,20.3,10.3,25,12
35.1,36,10,45,24.6
22.4,13,7.9,68,5
12,10,34.8,11.5,11.1
32.4,12,8,25.7,37
9.4,22,31.4,25,33.3
5.5,24.8,9.4,55,43
2.5,15,39,17.4,10.1
25,10,12,18,10
14.5,3.5,16.9,22,20
21.3,3,14,17.3,18
1.4,16,5.7,8,26.8
10.2,26.6,5.5,40,29
2.8,11,7.2,20.4,27.8
7,5.4,11,34.7,13.8
1.5,28,10,6.9,15.9
3.9,19.8,7.7,23.6,23
28.4,17,14.1,32,8.5
15,12.5,16.7,21.6,30.6
20,39.2,19,20,50.7
3.8,10,20,7.5,23
22.4,2.7,23,17,43.5
5,9,12,10,19.5
0,11,13.9,58.8,12
6.2,11.6,13,17.2,14.6
7,16.7,19.2,10,0.5
27.8,10,8,28,12
10,3,9,23,10.5
9,10,32,22.3,60.3
14,2.2,36.2,15,25.5
0.3,26.9,14.5,35.4,27
15,3.6,20,7,16.5
2.1,16.7,20.5,24.1,30
9,2.8,7,28.8,45.4
0.1,21.1,24,17,3
3,61.1,1.4,35.2,72.8
0.4,28.6,10.5,7.4,13.4
52.2,15.9,10.2,6,33
5,6,14.7,23.4,25
2,5,18.5,22.6,11.9
22,57,23.5,38.7,27.1
4,35,11.5,19.4,23.3
1,3,11,23,15.9
6.3,7.2,12,21,14
4,30,12,22.7,10
2,15.3,64,7.4,28.8
8,10.4,17,16.4,30.2
4.9,27.4,13.4,5,20.8
3.5,18.6,12,28,10
23,8,45.5,23,60
0.2,1,24.5,23.6,10
3,15.4,8.9,33.6,22.6
6,10,38.2,5,3.9
13,9.4,34.9,10,18.5
1.8,8,12.9,40,17.4
5,7.6,12.4,14,7.5
2.3,6,36.5,19.2,23
0,55,2.5,8,24
0.5,7,12,18,26.4
27,12,15,9,20
24.8,13.3,24.8,37.2,1.6
27.2,10,12,17.6,22
2.6,10,8.3,41.8,8
10.6,7,10,35.3,43
9.5,30.1,12,60,30
7,6,33.1,46.7,12
10,6.3,33.2,24.6,15.5
5.4,23.4,10,36.1,8
8.6,1.5,23,22.5,26
10,18.1,10,29,33.4
10.6,2,25,47,36
37.5,30.3,3,59,16.4
1.3,18,21.7,54.5,61.3
6,29.6,0.4,30,2
24.6,1,8.5,41,25.8
15,18,20,27.4,27.8
10,0.4,33.8,15.5,28
5,27.5,24,10,18
12.8,2,7,15.5,25
7.8,18,12.1,3.5,26.5
0.8,15,11.5,15,20
1,9.1,21.6,10,27.7
18.5,5,15.5,11.4,5.2
11.3,96.3,27.7,23,0.6
31.8,14.4,13.1,9,14
29.5,4,13,25,11.6
29.5,11.3,24.5,33.1,5
1,11.3,35,49,12
0.1,33.9,10,9,16.1
6.7,3,9,14.2,32
25,5,7.2,9.5,28
26.7,5.7,2.1,33,24
12.4,21.4,13.9,6.3,23.5
8,15,159.3,6.2,14
2,6.2,13,8.5,12.6
7,5.7,47,20.8,25.5
3,24,6,9,0.4
4.9,10.8,5.4,9.8,43.2
5,12.5,10,18,39
0.4,12.1,15.2,48,22
26.9,4.3,1.7,65,23.5
1,3.8,23,21.8,50.2
6.2,50.4,48.7,31,17
0.6,17.2,13,28.2,30
1.3,7.7,30,47.5,5
9.3,10.4,17.2,29.6,27
1.2,13,5.1,30.6,45.3
6,7,18.5,2.1,6.1
4.5,10,20,38.6,20.1
19.9,25.7,4.5,33.8,26.3
9.1,6,38.6,15.5,16.5
1.3,9.9,31,40.4,41.7
10.8,20,22.5,17.6,32
20,30,14,98.3,15.9
3.5,40.7,9.9,19,29.8
4,6.4,2.8,15.2,5
6.8,17,20,13.9,11
18.3,10,17,17,42
77,7.1,13.7,22.7,12
0.8,9,4.4,43,26.4
34.6,3,6,14,22.4
2.4,6.7,31.6,20.2,24.6
12.4,14,15.5,8,47
10.1,28,12,22,23
3,1.5,16,29.5,2
6,8,25.9,12,16
18.2,10,14,18.2,17
0.5,3.7,18.5,12.8,12
3,19.4,15,19,58
29.7,23,7.2,7.3,80
12.4,6.1,11,66.7,25
1.5,9,20.2,18.9,10
8,18,90,51,7.2
16.5,10.3,40,17.5,30.3
2.5,10,8,18.5,17.1
2.2,12,10.5,14,33.9
7.3,10,8,27,19
70,3.7,43.7,9.9,14
9.2,15,20,5,10.8
6.4,10,11.2,18.8,23
1.5,14,18.6,20.5,39.9
4,52.3,18,30.5,29.2
3.5,7.8,7.5,15,83
33.4,14.4,35,26,29
1.5,20,28.6,22.5,24
2.4,3,22.9,18.8,43.3
2.5,4.4,15,22.7,29
41,35,2,38.6,15.6
7.6,51.2,16,6.1,31.5
20.9,10,9,14.1,23
9.1,18,28,22.2,39.4
3,12,24,43.6,22
20,2,43.1,7.1,6.7
7,10,13,22.9,24
15.2,10,43.1,45,8.5
10,0.8,8.9,56.8,20.9
35.5,13.7,11.5,15,4.4
12,5,39.9,34.8,2
7.4,23.7,10,38.8,15.8
15,29,14,18,15.6
7,26.5,25,19,9.6
17,12,30,14,36
5,20.1,44,24,212
20,35.2,33.5,26.5,5.8
9,10,4.5,5,35.3
0.4,20.4,19,24,11
12.1,12,10.5,9.1,15.6
22.9,1.8,23,6,1
2.5,12.3,6.5,18,46.1
3,32.8,17.3,82,4.8
2.4,3.8,18.4,15.5,16
12,20,45,20,45
7,23,12,8.7,8.4
0.8,6.1,22.8,21,47.4
8,1.4,0,4,1.2
13.2,6,44,14.4,3.5
4.8,7.2,12,66.3,27
14,22,13,37.2,10.5
10,6.7,14,16,5
6,41,8.6,45.6,53.4
30.4,8,18.8,10.7,28.9
21,17.2,18,22.3,8
30.3,6,20.9,15,46
30,8,18.4,18,52.2
1.5,20,2.8,9.8,11
4.2,25.9,60.5,30.5,17.2
11,46.8,10,37.2,19.5
13.7,6,11.3,25.2,10
9.4,6.4,7.5,54.6,6.9
21.3,5.5,15,2,47
1.2,6,15,36.8,41.2
12,15.1,24.8,38,11.3
5.1,5.9,26.8,40,27.3
9,25.7,5.9,10,8.3
2.8,7.2,19.3,15,16.2
11.3,31,19.6,8,50.7
3,23.2,13,10,21
2,25,15.3,30.8,11.2
3,14,10.2,41.8,66.9
6,55,25.1,9,34.8
5,7.7,17,9.3,72.6
2,6,15.5,44,5
10.3,17,40,40,48.9
8.1,4,32,20,7
34,28,20.7,22.7,19.8
20.5,18.7,30.6,23,14.5
43.5,5,12,31.7,13
1.3,25,18.3,55.9,2.8
11.2,18.5,8,17.5,21.7
21.7,0,28.3,12.3,0.9
2.5,5,22.8,14,11.2
6.3,9.4,18,29.7,2
3.4,22,16.5,15,23.7
4.5,12,9.1,26,8.2
3.4,5.7,12,4.9,22.3
9.5,19.2,32.7,30,26.2
11.3,8,43.1,8,5
1.2,13,14,17.9,2
15.3,5,18.6,7,10
17.3,24.5,18,27,20.3
3,12,17.5,13.7,15
7.9,59.2,14.2,93.6,25
5,7,15.3,44,3.9
0.9,36,13,26,5.1
17,8,7.4,17.8,20
9,33.2,7.6,12,38
61,1.3,17.4,17.4,21
13.4,6,18,27.3,7.6
2,10,27.9,59,25
13,0.5,7,42.9,32.9
1,15,17.1,6.5,24
0.4,49.5,12.5,13.5,40
47,10.7,9.6,38,36.9
3,5,12,41,23
12,40,7.7,25.6,22.7
5,6.3,0.1,42,19.4
2.3,47.1,16.5,7.3,10
20.6,7.2,14.2,90,6
9,5.9,4,11,50
14.3,14,22,4.2,31
2.5,9,5,42.9,10.3
5.5,5,8,38.8,19
3.2,13.5,30,4,19
15,16,30,25,5
2.5,8,34.7,40,34
3.8,11.3,4,19.7,39.8
11.4,29,6,17.6,34
0.5,50,45,50.5,40
13,20,32,108.5,8.6
3,12,36.6,18.1,33.5
13.9,5,6.1,27.2,25
5.5,15.8,25,44.8,1.4
7.8,15,2.9,13,18.2
0,55.2,14,10,9.2
11.2,26.5,29,11,54
8.5,5.2,2.3,30.8,3.8
36,4.6,19,39.2,35.1
11.7,16,10,13,9.6
56,23.4,21,22.9,52
9.2,5,31.1,3,213
4.2,12,5.3,10.8,14
18,4.1,66,148.8,23
0,27.3,32.9,12,1
5.5,2.5,50,37.4,3.5
6,14.6,8.5,28.6,22
7,10,18.9,49.1,50
6,16.8,29,13,28.6
9.8,11.4,29.2,21,36.5
2.5,10.5,7,27,10
9.1,1.6,5.4,12.5,30
2.7,2.5,16.2,27.1,40
10,0.7,30,11.3,36.7
6,15.2,10,8,50.1
0.8,25.6,45.7,70.3,15.6
3,51,23.7,33.2,25
0,7.4,12.6,32.3,2
9.5,16.6,12,18.5,55.4
5,16.2,12.5,7.8,43.9
11.9,110,10,7.5,32.5
19,8,37,15,24
9.6,2.8,42,11.5,24.4
1.8,0.6,30,16.5,12.1
12,12,24,36,26
44,6.8,2.5,38.6,32.5
11,5.5,19.8,14.4,21.7
10,13,8,23,8
3.6,0.1,24.5,25.7,22
2,36,12,24,12
0.8,19.8,2.6,23.5,3.3
17,2.5,30.9,10,1.8
11.6,18,21,1,9.7
9.1,5,10,20,10
2,13,31,0.5,13.5
1.7,12.5,23.2,15,13
14,4.3,19.5,40,18.5
3.2,9.6,13.5,31.5,9
3.3,4,7,12,2.2
4.8,2,12.6,13,19.2
9.4,21.9,36.6,17.3,36.7
13.3,16,219.7,18.8,17.6
2,4,14,40,36.6
7.5,9,11.1,32,3
22,7.2,37.8,19,14
3.2,60,50,35,17
5.5,11.1,7.6,208.1,40
1,4,5,27,21.5
2.2,20,20,14,35.6
1.5,12.8,5,19.3,10.5
12,0.6,4.5,15,44.9
8.4,8,83.5,27,22
1,8,22.3,19.8,26.5
30,5,11,5,64
13.7,15.8,16.1,26,30
8,35.8,6,16,13
6,25.8,24,3,22.4
21.1,21.2,23.8,26.7,21
2.2,10.7,31.8,3.6,0.6
2,14.4,54.8,18,50
4,9.5,26.3,25.6,25.5
4.2,14.4,5,15,20
1.6,2.5,49.2,23,40.1
10,38,13,27,32.4
14,5.3,17.4,10,33
28.3,0.5,2.3,6,29.3
8.5,8,22,20,18.2
5,46,1,12.9,28
2,8,2.5,17.1,22
8,25,5,12,15.2
13.3,2.8,15,8.8,37.9
7,19,9,11.3,31
19,3.7,24,44,30.8
1.8,4.2,19.5,16,18.3
6.5,12.8,7,15,6.8
21.1,30.2,15.3,20.8,17.2
1.5,6,17.5,5,3
8,13,37.5,28.5,33.4
19.2,12,16.7,5,8
15,5,5,12,13.5
0.6,23.1,30,8.9,18
5.9,13,10,25,47.1
14.5,11.9,6.8,12,23.5
13.5,12,15.1,6.6,17
17.2,12.6,28.4,3.1,21.2
3,12,8,27.7,49
9,0.1,3.6,12.5,16.1
15.8,4.4,7.5,26.1,14.1
200,7,16.1,8.9,10
0.2,6,12.6,40.2,30
9.4,8,17.5,15,28.2
15.3,5.8,28.9,37,13
1.4,6,45.4,20,16
12.3,16.9,6.3,26.4,27.1
27.4,16.8,45.7,30.5,18
12.8,16.5,22.1,43,32
2.8,13.5,8,30,7.8
7.5,8.3,20.8,19,11.5
8.2,60,24,20.7,18.5
12.3,11.1,6,5,16.7
3,41.2,137.3,24,8
0.2,24.9,12,16,7
21,7.4,18.8,30.5,2.2
1.1,4.3,12,12,25.3
18,35,8,11,4.2
3.2,63.7,20.6,23,14
25,10,7.3,25.1,23
156,10,22.9,27.1,6
4.6,12.5,31.6,20,20
12.6,11.8,39,8,28.5
7.2,27.9,8,26.1,21
5.4,3,10,11,21
2,25.2,11.1,22,21
12,6.5,32.7,30.2,27.1
0.1,24,28,15.5,19
34.8,17.2,59.9,14.6,18.6
0.3,22,58.2,17,10.8
3.7,1.8,27,26,12
6.8,12,17,60.5,8
3,4.4,21,44,5.7
16.3,15.3,15.5,6.1,11.5
0.3,5,7.9,15,13.3
12,26.9,7,10,16
6,14.5,20,13.2,1.6
0.9,80,24,14,10.7
8,5,5.5,2.6,21.5
14.8,11,11,120.1,15.7
2.3,21.6,34.1,55.8,31
7,17.9,51.5,13.4,14
3,2.1,24.2,22,64.7
20,16,4.5,19.8,55.1
11.4,36.1,13.2,29.2,35.3
5,21,18.4,22.7,11
2.7,14.3,6.6,23.9,30
29.2,20,24.4,27.1,30.9
1,10,8,35.6,54
0.6,1,24,20,11.9
15.7,15,15,24.6,22
8,35,25.5,24,228
4.5,12.5,27.5,19,1.8
2.7,7.8,8,14.3,36.5
9,10.7,16,12.5,30
42.4,34,24.6,13,31
3.3,22.9,18,4.5,29.3
8,15,68.4,10,15.8
6,8.5,10,15,41.6
0.3,16,21.5,2.3,14
10.8,14,153,12,50.8
8.8,3.1,2,22,18.1
8,7.8,0.2,20,55.8
7,10.2,10.5,54.5,16.2
8,29.7,11,50,13.7
15,6.3,11,34.7,36.8
3.6,16.3,11,29.2,15.5
2.5,39.6,12.5,29.7,10
3,8,3,2.3,41
7.5,10.6,22.5,8,5.7
2,39.9,15,50,37.9
24,0,20.1,14.6,5
3,10,7.3,64.8,88.4
7.3,12,27.4,20,20
0,6.7,7.2,28.4,31.3
7.8,0.3,15.9,51.2,37
20,35,13,18,35
3,2,5.1,23,11.4
9.4,36,21,33,21
1.5,26.8,12,27.8,23
16.4,20.5,13,10,23
12.3,14.6,10,24,19
20,50,32,23,2
4.6,3.2,14.5,23.3,22.6
14,71.6,40,15.3,12.5
28.8,18.3,33.8,32,65.6
3.7,50,56,29.8,11.2
2,41.4,30,44,35
5,14,11.2,10,19
5,16.3,24,6,24
46.3,14,68,10,11.9
7,3,10,40,20.1
6,42,27.7,14,26
20.9,19,1,44.2,40.4
11.5,0.3,2,57,35.5
15,12.9,10.4,15,17.1
31,12.5,16,25.5,3
2,8,21.4,35,55
22.2,27.3,24.5,14.7,17
10,7.9,6,25,18.3
4,2.7,0.5,48,6.8
1,9.6,22.1,11,21.3
12,12.4,8.5,14.1,18
2.3,8,17.1,40.4,32.2
7,20,25.2,6.6,25
8,5.2,7.6,27.1,24.6
1.5,2,25.7,8.9,40.5
1.2,1.3,17.1,20,33.6
1.8,3.2,37.2,23.5,1.7
8.2,4.8,14.1,22.7,0.8
7.1,1.4,4.3,1.9,18
11.3,45,32.4,28.1,13
5.7,19.8,3.5,54,5.2
20,8.2,18,20,36
43.6,16,14,12.8,33.1
6.2,14.1,8.1,9,3.6
16.1,23.4,5,26.3,20
200,3,15,22.5,38.1
10,4.4,3.6,6.5,24.4
1.6,3.8,12,28,26
23,19.6,13.9,2,21
10,0.7,8.3,14.7,31.5
10,8.1,20,14.5,30.5
14.4,12.6,26,25.6,17
20.4,6.5,24.2,11.8,3.2
30,5,21,7.2,29.2
8,31,30.1,6.1,0.1
19.4,11.2,23,18.5,11
13,41.1,30.5,11.3,23.6
10,25,19.8,8.7,7
10,17,8.2,56.1,23.7
2,3.9,9,20,6.2
14,9,11,5,19.8
10,12,15.9,14,12
4.2,32.3,22.2,13.6,29.3
13,47.8,15,41.5,10
5,18.9,10.9,14,27
6,14,21,18,12
3,14.1,12.7,22,16.1
7,34.1,13,6.5,20
11,6,11,6,60.6
20,1.1,31.4,9,19
2.5,15,6,69.3,41.8
25,16.5,15,19,22.1
6.6,1.8,85,7.1,40
4.3,10.2,22.5,60,31.5
12,200,20,48.9,26.2
0.2,9,30,225.5,42.8
14.6,16.7,21.3,25.4,9
12,5.7,9,13.8,23.3
7.7,6,42.6,10,10.5
4,5.5,23.5,22.2,9
3.1,10,6,6,20
30,1,20,5.2,15.9
6.4,15,13,15,12
20.1,7,23.5,44,10
7,3,12,10.2,13.8
8.4,13,32.7,55,26.9
4.6,14.5,17,11.8,29
3.6,20,1.6,35.5,30
5,16.7,17.4,14,6.6
6.6,22.4,11.8,35,30.1
9.5,19.3,14,37,4.5
0.3,18.9,43,15,37.3
8.1,13,7.1,28.9,14.5
2.4,2.7,10,18.5,19.5
10,3.5,13.8,49,11.4
2.6,15,19,80.8,13
2,15.1,16.4,14,26
0.8,9,25.8,32,63.7
11.4,8,8,25,40
1.1,10,19,6.1,17.1
21,3.5,4.7,7,6.4
4.6,26.5,31,32,10.1
1,18.3,20.2,0.9,61.5
13.5,12.3,17.8,24.4,20.4
1.5,3.4,14.3,15.1,45
49.7,17.9,30,22.6,26.6
16.7,15,12.7,30.4,25.5
1.9,6.8,18.4,6,41.6
7,10,2.4,6.8,23
79.2,32.6,0.8,31.4,13.6
2.6,15.1,22.2,20,48.2
15.7,22.7,23,21.9,2
7.8,4,30,19.5,6
200,11.4,15,41.3,47.6
3.3,4,23.8,45,20.8
9.4,218,12,10,13.9
2.4,35,20,7.7,4
35.4,19,10.1,22.5,35.2
5.1,39.3,17.3,6.2,16.9
5,22.1,17.4,35,9.5
3.8,53,25.8,12,35
7.7,8,12,5,3
5,44.7,10.5,8.4,8
70,25,17,46.3,17.1
2.8,32.2,10,18,20
15,3,15.6,23.5,20
61.8,24.8,58,7.6,23.8
6.4,2.6,8,17.3,52
6,25,10.4,31.2,13.6
1.7,7,26.2,38,14
6,6,4.5,4.1,25.7
2.8,41,13.6,10.5,6
2.4,15.1,9.3,22.9,20.4
15,8,16.4,25,24.2
13.6,32,5.4,10,30.8
13.5,13,22.9,17.4,11.5
18.2,28,3,11.2,45
7.4,10,21.5,4,34.9
15,16.2,20,23,17.4
3.5,7,27.2,25,31
41,46,14.6,4.5,49.6
7,2.4,28.8,14.6,30
7.6,5.5,67.4,35.3,4
3.5,11,20,14.9,3
8,8.2,8.3,16,14.5
16,7,13.6,28.6,17.5
8,1.5,21.4,7.9,46
1.8,42.5,12.8,21.3,14.3
20.5,31,2.7,11.5,8.2
8.5,0.7,55,52,57
1.6,13.3,17.8,11,40.1
10.8,7,13.8,55,24
0,15,21.2,8.3,3.2
15.8,8.1,26.2,8,5.4
3,13,7.9,49.1,41
10,1,4,19.2,14.8
7,6.5,14,121.8,10
10,1,31.6,10,17.7
1,12,54.9,23.6,7
